case_id,ACT_1,ACT_2,ACT_3,ACT_4,Span_in_minutes
Case 111,Laser Marking - Machine 7,Turning & Milling - Machine 4,Turning & Milling Q.C.,Turning & Milling Q.C.,101
Case 111,Turning & Milling - Machine 4,Turning & Milling Q.C.,Turning & Milling Q.C.,Turning & Milling - Machine 4,421
Case 111,Turning & Milling Q.C.,Turning & Milling Q.C.,Turning & Milling - Machine 4,Laser Marking - Machine 7,35
Case 112,Turning & Milling - Machine 9,Turning & Milling - Machine 9,Turning & Milling - Machine 9,Turning & Milling Q.C.,38
Case 112,Turning & Milling - Machine 9,Turning & Milling - Machine 9,Turning & Milling Q.C.,Turning & Milling - Machine 9,227
Case 112,Turning & Milling - Machine 9,Turning & Milling Q.C.,Turning & Milling - Machine 9,Turning & Milling - Machine 9,102
Case 112,Turning & Milling Q.C.,Turning & Milling - Machine 9,Turning & Milling - Machine 9,Turning & Milling - Machine 9,100
Case 112,Turning & Milling - Machine 9,Turning & Milling - Machine 9,Turning & Milling - Machine 9,Turning & Milling - Machine 9,47
Case 112,Turning & Milling - Machine 9,Turning & Milling - Machine 9,Turning & Milling - Machine 9,Turning & Milling - Machine 9,259
Case 112,Turning & Milling - Machine 9,Turning & Milling - Machine 9,Turning & Milling - Machine 9,Turning & Milling - Machine 9,101
Case 112,Turning & Milling - Machine 9,Turning & Milling - Machine 9,Turning & Milling - Machine 9,Turning & Milling - Machine 9,605
Case 112,Turning & Milling - Machine 9,Turning & Milling - Machine 9,Turning & Milling - Machine 9,Turning & Milling - Machine 9,81
Case 112,Turning & Milling - Machine 9,Turning & Milling - Machine 9,Turning & Milling - Machine 9,Turning & Milling Q.C.,458
Case 112,Turning & Milling - Machine 9,Turning & Milling - Machine 9,Turning & Milling Q.C.,Turning & Milling Q.C.,583
Case 112,Turning & Milling - Machine 9,Turning & Milling Q.C.,Turning & Milling Q.C.,Laser Marking - Machine 7,212
Case 112,Turning & Milling Q.C.,Turning & Milling Q.C.,Laser Marking - Machine 7,Lapping - Machine 1,33
Case 112,Turning & Milling Q.C.,Laser Marking - Machine 7,Lapping - Machine 1,Turning & Milling - Machine 10,33
Case 112,Laser Marking - Machine 7,Lapping - Machine 1,Turning & Milling - Machine 10,Turning & Milling - Machine 10,133
Case 112,Lapping - Machine 1,Turning & Milling - Machine 10,Turning & Milling - Machine 10,Turning & Milling - Machine 10,147
Case 112,Turning & Milling - Machine 10,Turning & Milling - Machine 10,Turning & Milling - Machine 10,Turning & Milling - Machine 10,161
Case 112,Turning & Milling - Machine 10,Turning & Milling - Machine 10,Turning & Milling - Machine 10,Turning & Milling - Machine 10,171
Case 112,Turning & Milling - Machine 10,Turning & Milling - Machine 10,Turning & Milling - Machine 10,Turning & Milling - Machine 10,214
Case 112,Turning & Milling - Machine 10,Turning & Milling - Machine 10,Turning & Milling - Machine 10,Final Inspection Q.C.,553
Case 112,Turning & Milling - Machine 10,Turning & Milling - Machine 10,Final Inspection Q.C.,Final Inspection Q.C.,570
Case 112,Turning & Milling - Machine 10,Final Inspection Q.C.,Final Inspection Q.C.,Turning & Milling - Machine 10,632
Case 112,Final Inspection Q.C.,Final Inspection Q.C.,Turning & Milling - Machine 10,Packing,120
Case 112,Final Inspection Q.C.,Turning & Milling - Machine 10,Packing,Packing,33
Case 112,Turning & Milling - Machine 10,Packing,Packing,Turning & Milling Q.C.,359
Case 112,Packing,Packing,Turning & Milling Q.C.,Laser Marking - Machine 7,0
Case 112,Packing,Turning & Milling Q.C.,Laser Marking - Machine 7,Turning & Milling - Machine 10,0
Case 112,Turning & Milling Q.C.,Laser Marking - Machine 7,Turning & Milling - Machine 10,Turning & Milling - Machine 10,89
Case 112,Turning & Milling - Machine 10,Grinding Rework,Grinding Rework,Lapping - Machine 1,543
Case 112,Grinding Rework,Grinding Rework,Lapping - Machine 1,Final Inspection Q.C.,60
Case 112,Grinding Rework,Lapping - Machine 1,Final Inspection Q.C.,Packing,200
Case 112,Lapping - Machine 1,Final Inspection Q.C.,Packing,Final Inspection Q.C.,273
Case 113,SETUP     Turning & Milling - Machine 5,Turning & Milling - Machine 5,Turning & Milling Q.C.,Laser Marking - Machine 7,220
Case 114,Turning & Milling - Machine 6,Turning & Milling Q.C.,Turning & Milling - Machine 6,Turning & Milling - Machine 6,290
Case 114,Turning & Milling Q.C.,Turning & Milling - Machine 6,Turning & Milling - Machine 6,Turning & Milling Q.C.,83
Case 114,Turning & Milling - Machine 6,Turning & Milling - Machine 6,Turning & Milling Q.C.,Turning & Milling Q.C.,51
Case 114,Turning & Milling - Machine 6,Turning & Milling Q.C.,Turning & Milling Q.C.,Turning & Milling Q.C.,452
Case 115,Turning & Milling - Machine 4,Turning & Milling - Machine 4,Turning & Milling - Machine 4,Turning & Milling - Machine 4,380
Case 115,Turning & Milling - Machine 4,Turning & Milling - Machine 4,Turning & Milling - Machine 4,Turning & Milling - Machine 4,384
Case 115,Turning & Milling - Machine 4,Turning & Milling - Machine 4,Turning & Milling - Machine 4,Turning & Milling Q.C.,96
Case 115,Turning & Milling - Machine 4,Turning & Milling - Machine 4,Turning & Milling Q.C.,Turning & Milling Q.C.,73
Case 115,Turning & Milling - Machine 4,Turning & Milling Q.C.,Turning & Milling Q.C.,Flat Grinding - Machine 11,239
Case 115,Turning & Milling Q.C.,Turning & Milling Q.C.,Flat Grinding - Machine 11,Flat Grinding - Machine 11,90
Case 115,Turning & Milling Q.C.,Flat Grinding - Machine 11,Flat Grinding - Machine 11,Flat Grinding - Machine 11,50
Case 115,Flat Grinding - Machine 11,Flat Grinding - Machine 11,Flat Grinding - Machine 11,Turning & Milling Q.C.,66
Case 115,Flat Grinding - Machine 11,Flat Grinding - Machine 11,Turning & Milling Q.C.,Lapping - Machine 1,0
Case 115,Flat Grinding - Machine 11,Turning & Milling Q.C.,Lapping - Machine 1,Round Grinding - Machine 2,72
Case 115,Turning & Milling Q.C.,Lapping - Machine 1,Round Grinding - Machine 2,Round Grinding - Machine 2,60
Case 115,Lapping - Machine 1,Round Grinding - Machine 2,Round Grinding - Machine 2,Round Grinding - Machine 2,88
Case 115,Round Grinding - Machine 2,Round Grinding - Machine 2,Round Grinding - Machine 2,Round Grinding - Q.C.,128
Case 115,Round Grinding - Machine 2,Round Grinding - Machine 2,Round Grinding - Q.C.,Round Grinding - Machine 2,60
Case 115,Round Grinding - Machine 2,Round Grinding - Q.C.,Round Grinding - Machine 2,Round Grinding - Machine 2,429
Case 115,Round Grinding - Q.C.,Round Grinding - Machine 2,Round Grinding - Machine 2,Round Grinding - Machine 2,51
Case 115,Round Grinding - Machine 2,Round Grinding - Machine 2,Round Grinding - Machine 2,Round Grinding - Q.C.,525
Case 115,Round Grinding - Machine 2,Round Grinding - Machine 2,Round Grinding - Q.C.,Laser Marking - Machine 7,58
Case 115,Round Grinding - Machine 2,Round Grinding - Q.C.,Laser Marking - Machine 7,Final Inspection Q.C.,70
Case 115,Round Grinding - Q.C.,Laser Marking - Machine 7,Final Inspection Q.C.,Packing,103
Case 116,Round Grinding - Manual,Round Grinding - Manual,Round Grinding - Manual,Packing,279
Case 116,Round Grinding - Manual,Round Grinding - Manual,Packing,Round Grinding - Manual,308
Case 116,Round Grinding - Manual,Packing,Round Grinding - Manual,Final Inspection Q.C.,179
Case 116,Packing,Round Grinding - Manual,Final Inspection Q.C.,Round Grinding - Manual,0
Case 116,Round Grinding - Manual,Final Inspection Q.C.,Round Grinding - Manual,Round Grinding - Manual,123
Case 116,Final Inspection Q.C.,Round Grinding - Manual,Round Grinding - Manual,Round Grinding - Manual,60
Case 116,Round Grinding - Manual,Round Grinding - Manual,Round Grinding - Manual,Round Grinding - Manual,402
Case 116,Round Grinding - Manual,Round Grinding - Manual,Round Grinding - Manual,Packing,482
Case 116,Round Grinding - Manual,Round Grinding - Manual,Packing,Final Inspection Q.C.,449
Case 118,Turning & Milling - Machine 6,Turning & Milling - Machine 6,Turning & Milling - Machine 6,Turning & Milling Q.C.,0
Case 119,Turning & Milling - Machine 10,Turning & Milling - Machine 10,Turning & Milling - Machine 10,Turning & Milling - Machine 10,525
Case 119,Turning & Milling - Machine 10,Turning & Milling - Machine 10,Turning & Milling - Machine 10,Turning & Milling - Machine 10,55
Case 119,Turning & Milling - Machine 10,Turning & Milling - Machine 10,Turning & Milling - Machine 10,Turning & Milling - Machine 10,630
Case 119,Turning & Milling - Machine 10,Turning & Milling - Machine 10,Turning & Milling - Machine 10,Turning & Milling - Machine 10,335
Case 119,Turning & Milling - Machine 10,Turning & Milling - Machine 10,Turning & Milling - Machine 10,Turning & Milling - Machine 10,626
Case 119,Turning & Milling - Machine 10,Turning & Milling - Machine 10,Turning & Milling - Machine 10,Turning & Milling - Machine 10,570
Case 119,Turning & Milling - Machine 10,Turning & Milling - Machine 10,Turning & Milling - Machine 10,Turning & Milling - Machine 10,570
Case 119,Turning & Milling - Machine 10,Turning & Milling - Machine 10,Turning & Milling - Machine 10,Turning & Milling - Machine 10,405
Case 12,Turning - Machine 9,Turning - Machine 9,Turning - Machine 9,Turning Q.C.,348
Case 12,Turning - Machine 9,Turning - Machine 9,Turning Q.C.,Turning & Milling - Machine 9,105
Case 12,Turning - Machine 9,Turning Q.C.,Turning & Milling - Machine 9,Lapping - Machine 1,164
Case 12,Turning Q.C.,Turning & Milling - Machine 9,Lapping - Machine 1,Flat Grinding - Machine 11,0
Case 12,Turning & Milling - Machine 9,Lapping - Machine 1,Flat Grinding - Machine 11,Flat Grinding - Machine 11,0
Case 12,Lapping - Machine 1,Flat Grinding - Machine 11,Flat Grinding - Machine 11,Laser Marking - Machine 7,120
Case 12,Flat Grinding - Machine 11,Flat Grinding - Machine 11,Laser Marking - Machine 7,Flat Grinding - Machine 11,0
Case 12,Flat Grinding - Machine 11,Laser Marking - Machine 7,Flat Grinding - Machine 11,Flat Grinding - Machine 11,167
Case 12,Laser Marking - Machine 7,Flat Grinding - Machine 11,Flat Grinding - Machine 11,Final Inspection Q.C.,60
Case 12,Flat Grinding - Machine 11,Flat Grinding - Machine 11,Final Inspection Q.C.,Laser Marking - Machine 7,0
Case 12,Flat Grinding - Machine 11,Final Inspection Q.C.,Laser Marking - Machine 7,Flat Grinding - Machine 11,0
Case 12,Final Inspection Q.C.,Laser Marking - Machine 7,Flat Grinding - Machine 11,Flat Grinding - Machine 11,143
Case 12,Laser Marking - Machine 7,Flat Grinding - Machine 11,Flat Grinding - Machine 11,Final Inspection Q.C.,170
Case 12,Flat Grinding - Machine 11,Flat Grinding - Machine 11,Final Inspection Q.C.,Final Inspection Q.C.,1
Case 12,Flat Grinding - Machine 11,Final Inspection Q.C.,Final Inspection Q.C.,Final Inspection Q.C.,111
Case 12,Final Inspection Q.C.,Final Inspection Q.C.,Final Inspection Q.C.,Packing,120
Case 120,Turning & Milling - Machine 5,Turning & Milling - Machine 5,Turning & Milling - Machine 5,Turning & Milling Q.C.,289
Case 120,Turning & Milling - Machine 5,Turning & Milling - Machine 5,Turning & Milling Q.C.,Laser Marking - Machine 7,428
Case 120,Turning & Milling - Machine 5,Turning & Milling Q.C.,Laser Marking - Machine 7,Lapping - Machine 1,377
Case 120,Turning & Milling Q.C.,Laser Marking - Machine 7,Lapping - Machine 1,Round Grinding - Machine 12,62
Case 120,Laser Marking - Machine 7,Lapping - Machine 1,Round Grinding - Machine 12,Round Grinding - Machine 12,69
Case 120,Lapping - Machine 1,Round Grinding - Machine 12,Round Grinding - Machine 12,Round Grinding - Machine 3,79
Case 120,Round Grinding - Machine 12,Round Grinding - Machine 12,Round Grinding - Machine 3,Round Grinding - Machine 3,206
Case 120,Round Grinding - Machine 12,Round Grinding - Machine 3,Round Grinding - Machine 3,Round Grinding - Machine 3,100
Case 120,Round Grinding - Machine 3,Round Grinding - Machine 3,Round Grinding - Machine 3,Final Inspection Q.C.,211
Case 121,Turning & Milling - Machine 5,Turning & Milling - Machine 5,Turning Q.C.,Turning & Milling - Machine 5,119
Case 121,Turning & Milling - Machine 5,Turning Q.C.,Turning & Milling - Machine 5,Turning Q.C.,181
Case 121,Turning Q.C.,Turning & Milling - Machine 5,Turning Q.C.,Turning & Milling - Machine 4,0
Case 121,Turning & Milling - Machine 5,Turning Q.C.,Turning & Milling - Machine 4,Turning & Milling - Machine 4,206
Case 121,Turning Q.C.,Turning & Milling - Machine 4,Turning & Milling - Machine 4,Turning & Milling - Machine 4,60
Case 121,Turning & Milling - Machine 4,Turning & Milling - Machine 4,Turning & Milling - Machine 4,Turning & Milling - Machine 4,234
Case 121,Turning & Milling - Machine 4,Turning & Milling - Machine 4,Turning & Milling - Machine 4,Turning & Milling Q.C.,0
Case 121,Turning & Milling - Machine 4,Turning & Milling - Machine 4,Turning & Milling Q.C.,Laser Marking - Machine 7,119
Case 121,Turning & Milling Q.C.,Laser Marking - Machine 7,Deburring - Manual,Flat Grinding - Machine 11,38
Case 121,Laser Marking - Machine 7,Deburring - Manual,Flat Grinding - Machine 11,Lapping - Machine 1,24
Case 121,Deburring - Manual,Flat Grinding - Machine 11,Lapping - Machine 1,Round Grinding - Machine 3,1
Case 121,Flat Grinding - Machine 11,Lapping - Machine 1,Round Grinding - Machine 3,Round Grinding - Machine 3,93
Case 121,Lapping - Machine 1,Round Grinding - Machine 3,Round Grinding - Machine 3,Round Grinding - Q.C.,111
Case 121,Round Grinding - Machine 3,Round Grinding - Machine 3,Round Grinding - Q.C.,Lapping - Machine 1,117
Case 121,Round Grinding - Machine 3,Round Grinding - Q.C.,Lapping - Machine 1,Round Grinding - Machine 3,197
Case 121,Round Grinding - Q.C.,Lapping - Machine 1,Round Grinding - Machine 3,Round Grinding - Machine 3,121
Case 122,Turning & Milling - Machine 5,Turning & Milling - Machine 5,Turning & Milling - Machine 5,Turning & Milling - Machine 5,163
Case 122,Turning & Milling - Machine 5,Turning & Milling - Machine 5,Turning & Milling - Machine 5,Turning & Milling Q.C.,301
Case 122,Turning & Milling - Machine 5,Turning & Milling - Machine 5,Turning & Milling Q.C.,Turning & Milling Q.C.,321
Case 122,Turning & Milling - Machine 5,Turning & Milling Q.C.,Turning & Milling Q.C.,Laser Marking - Machine 7,221
Case 122,Turning & Milling Q.C.,Laser Marking - Machine 7,Deburring - Manual,Flat Grinding - Machine 11,60
Case 122,Laser Marking - Machine 7,Deburring - Manual,Flat Grinding - Machine 11,Lapping - Machine 1,0
Case 122,Deburring - Manual,Flat Grinding - Machine 11,Lapping - Machine 1,Round Grinding - Machine 2,0
Case 122,Flat Grinding - Machine 11,Lapping - Machine 1,Round Grinding - Machine 2,Round Grinding - Machine 2,0
Case 122,Lapping - Machine 1,Round Grinding - Machine 2,Round Grinding - Machine 2,Round Grinding - Q.C.,66
Case 122,Round Grinding - Machine 2,Round Grinding - Machine 2,Round Grinding - Q.C.,Round Grinding - Q.C.,145
Case 122,Round Grinding - Machine 2,Round Grinding - Q.C.,Round Grinding - Q.C.,Lapping - Machine 1,225
Case 122,Round Grinding - Q.C.,Round Grinding - Q.C.,Lapping - Machine 1,Lapping - Machine 1,230
Case 122,Round Grinding - Q.C.,Lapping - Machine 1,Lapping - Machine 1,Round Grinding - Machine 2,44
Case 122,Lapping - Machine 1,Lapping - Machine 1,Round Grinding - Machine 2,Round Grinding - Machine 2,0
Case 122,Lapping - Machine 1,Round Grinding - Machine 2,Round Grinding - Machine 2,Round Grinding - Machine 2,105
Case 122,Round Grinding - Machine 2,Round Grinding - Machine 2,Round Grinding - Machine 2,Final Inspection Q.C.,114
Case 122,Round Grinding - Machine 2,Round Grinding - Machine 2,Final Inspection Q.C.,Final Inspection Q.C.,95
Case 122,Round Grinding - Machine 2,Final Inspection Q.C.,Final Inspection Q.C.,Laser Marking - Machine 7,239
Case 122,Final Inspection Q.C.,Laser Marking - Machine 7,Grinding Rework - Machine 12,Final Inspection Q.C.,100
Case 122,Laser Marking - Machine 7,Grinding Rework - Machine 12,Final Inspection Q.C.,Final Inspection Q.C.,90
Case 122,Grinding Rework - Machine 12,Final Inspection Q.C.,Final Inspection Q.C.,Packing,107
Case 123,Turning & Milling - Machine 4,Turning & Milling - Machine 4,Turning & Milling - Machine 4,Turning & Milling - Machine 4,0
Case 123,Turning & Milling - Machine 4,Turning & Milling - Machine 4,Turning & Milling - Machine 4,Turning & Milling - Machine 4,150
Case 123,Turning & Milling - Machine 4,Turning & Milling - Machine 4,Turning & Milling - Machine 4,Turning & Milling - Machine 4,270
Case 123,Turning & Milling - Machine 4,Turning & Milling - Machine 4,Turning & Milling - Machine 4,Turning & Milling - Machine 4,80
Case 123,Turning & Milling - Machine 4,Turning & Milling - Machine 4,Turning & Milling - Machine 4,Turning & Milling - Machine 4,437
Case 123,Turning & Milling - Machine 4,Turning & Milling - Machine 4,Turning & Milling - Machine 4,Turning & Milling - Machine 4,338
Case 123,Turning & Milling - Machine 4,Turning & Milling - Machine 4,Turning & Milling - Machine 4,Turning & Milling - Machine 4,122
Case 123,Turning & Milling - Machine 4,Turning & Milling - Machine 4,Turning & Milling - Machine 4,Turning & Milling Q.C.,76
Case 123,Turning & Milling - Machine 4,Turning & Milling - Machine 4,Turning & Milling Q.C.,Turning & Milling - Machine 4,2
Case 123,Turning & Milling - Machine 4,Turning & Milling Q.C.,Turning & Milling - Machine 4,Turning & Milling - Machine 4,336
