case_id,SUB_ACT_1,ACT_1,ACT_COMB_1,SUB_ACT_2,ACT_2,ACT_COMB_2,SUB_ACT_3,ACT_3,ACT_COMB_3,SUB_ACT_4,ACT_4,ACT_COMB_4,index,duration_in_days,problem_latest_impact,st_org_line_3,st_function_div,owner_st,product,country,action_owner_country,action_owner_first_name
1-519085985,Assigned,Accepted,Accepted/Assigned,Awaiting Assignment,Queued,Queued/Awaiting Assignment,Assigned,Accepted,Accepted/Assigned,Assigned,Accepted,Accepted/Assigned,309,1,Medium,Org line G3,,G199 3rd,PROD97,us,USA,Carolyn
1-519085985,Awaiting Assignment,Queued,Queued/Awaiting Assignment,Assigned,Accepted,Accepted/Assigned,Assigned,Accepted,Accepted/Assigned,Wait,Accepted,Accepted/Wait,309,3,Medium,Org line A2,A2_2,G21 2nd,PROD97,us,Sweden,Hannes
1-519085985,Assigned,Accepted,Accepted/Assigned,Assigned,Accepted,Accepted/Assigned,Wait,Accepted,Accepted/Wait,Awaiting Assignment,Queued,Queued/Awaiting Assignment,309,5,Medium,Org line A2,A2_2,G21 2nd,PROD97,us,Sweden,Y
1-519085985,Assigned,Accepted,Accepted/Assigned,Wait,Accepted,Accepted/Wait,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,309,4,Medium,Org line A2,A2_2,G21 2nd,PROD97,us,INDIA,Jayalakshmi
1-519085985,Wait,Accepted,Accepted/Wait,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,Assigned,Accepted,Accepted/Assigned,309,2,Medium,Org line A2,A2_2,G21 2nd,PROD97,us,INDIA,Jayalakshmi
1-519085985,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,Assigned,Accepted,Accepted/Assigned,In Progress,Accepted,Accepted/In Progress,309,0,Medium,Org line G3,,G199 3rd,PROD97,us,USA,Carolyn
1-519085985,In Progress,Accepted,Accepted/In Progress,Assigned,Accepted,Accepted/Assigned,In Progress,Accepted,Accepted/In Progress,Closed,Completed,Completed/Closed,309,283,Medium,Org line G3,,G199 3rd,PROD97,us,Sweden,Padmanabha
1-519147007,In Progress,Accepted,Accepted/In Progress,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,Closed,Completed,Completed/Closed,310,9,Low,Org line A2,A2_2,G39 3rd,PROD215,se,Sweden,Linda
1-519167681,In Progress,Accepted,Accepted/In Progress,Wait,Accepted,Accepted/Wait,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,311,166,High,Org line B,E_6,S16,PROD132,br,Brazil,Valdir
1-519167681,Wait,Accepted,Accepted/Wait,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,Closed,Completed,Completed/Closed,311,20,High,Org line B,E_6,S16,PROD132,br,Brazil,Valdir
1-519167681,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,Closed,Completed,Completed/Closed,In Progress,Accepted,Accepted/In Progress,311,1,High,Org line B,E_6,S16,PROD132,br,Brazil,Valdir
1-519167681,In Progress,Accepted,Accepted/In Progress,Closed,Completed,Completed/Closed,In Progress,Accepted,Accepted/In Progress,Awaiting Assignment,Queued,Queued/Awaiting Assignment,311,2,High,Org line B,E_6,S16,PROD132,br,Brazil,Valdir
1-519167681,Closed,Completed,Completed/Closed,In Progress,Accepted,Accepted/In Progress,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,311,2,High,Org line B,E_6,S16,PROD132,br,Brazil,Valdir
1-519167681,In Progress,Accepted,Accepted/In Progress,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,Awaiting Assignment,Queued,Queued/Awaiting Assignment,311,0,High,Org line B,E_6,S16,PROD132,br,Brazil,Antonio
1-519167681,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,311,0,High,Org line A2,A2_2,S2 2nd,PROD132,br,Brazil,Sandro
1-519167681,In Progress,Accepted,Accepted/In Progress,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,Closed,Completed,Completed/Closed,311,12,High,Org line A2,A2_2,S2 2nd,PROD132,br,Brazil,Paulo
1-519167681,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,Closed,Completed,Completed/Closed,In Progress,Accepted,Accepted/In Progress,311,12,High,Org line B,E_6,S16,PROD132,br,Brazil,Valdir
1-519167681,In Progress,Accepted,Accepted/In Progress,Closed,Completed,Completed/Closed,In Progress,Accepted,Accepted/In Progress,Wait,Accepted,Accepted/Wait,311,7,High,Org line B,E_6,S16,PROD132,br,Brazil,Valdir
1-519167681,Closed,Completed,Completed/Closed,In Progress,Accepted,Accepted/In Progress,Wait,Accepted,Accepted/Wait,In Progress,Accepted,Accepted/In Progress,311,7,High,Org line B,E_6,S16,PROD132,br,Brazil,Valdir
1-519167681,In Progress,Accepted,Accepted/In Progress,Wait,Accepted,Accepted/Wait,In Progress,Accepted,Accepted/In Progress,Wait,Accepted,Accepted/Wait,311,2,High,Org line A2,A2_2,S2 2nd,PROD132,br,Brazil,Paulo
1-519167681,Wait,Accepted,Accepted/Wait,In Progress,Accepted,Accepted/In Progress,Wait,Accepted,Accepted/Wait,In Progress,Accepted,Accepted/In Progress,311,2,High,Org line A2,A2_2,S2 2nd,PROD132,br,Brazil,Paulo
1-519167681,In Progress,Accepted,Accepted/In Progress,Wait,Accepted,Accepted/Wait,In Progress,Accepted,Accepted/In Progress,Assigned,Accepted,Accepted/Assigned,311,55,High,Org line A2,A2_2,S2 2nd,PROD132,br,Brazil,Paulo
1-519167681,Wait,Accepted,Accepted/Wait,In Progress,Accepted,Accepted/In Progress,Assigned,Accepted,Accepted/Assigned,In Progress,Accepted,Accepted/In Progress,311,97,High,Org line A2,A2_2,S2 2nd,PROD132,br,Brazil,Paulo
1-519167681,In Progress,Accepted,Accepted/In Progress,Assigned,Accepted,Accepted/Assigned,In Progress,Accepted,Accepted/In Progress,Closed,Completed,Completed/Closed,311,42,High,Org line A2,A2_3,S3 2nd,PROD132,br,Brazil,Jurandir
1-520234084,In Progress,Accepted,Accepted/In Progress,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,Assigned,Accepted,Accepted/Assigned,314,0,Medium,Org line G3,,G199 3rd,PROD96,us,USA,Carolyn
1-520234084,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,Assigned,Accepted,Accepted/Assigned,In Progress,Accepted,Accepted/In Progress,314,0,Medium,Org line G3,,G199 3rd,PROD96,us,USA,Carolyn
1-520234084,In Progress,Accepted,Accepted/In Progress,Assigned,Accepted,Accepted/Assigned,In Progress,Accepted,Accepted/In Progress,Closed,Completed,Completed/Closed,314,280,Medium,Org line G3,,G199 3rd,PROD96,us,Sweden,Padmanabha
1-521122392,In Progress,Accepted,Accepted/In Progress,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,Assigned,Accepted,Accepted/Assigned,316,0,Medium,Org line G3,,G199 3rd,PROD96,us,USA,Carolyn
1-521122392,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,Assigned,Accepted,Accepted/Assigned,In Progress,Accepted,Accepted/In Progress,316,0,Medium,Org line G3,,G199 3rd,PROD96,us,USA,Carolyn
1-521122392,In Progress,Accepted,Accepted/In Progress,Assigned,Accepted,Accepted/Assigned,In Progress,Accepted,Accepted/In Progress,Closed,Completed,Completed/Closed,316,285,Medium,Org line G3,,G199 3rd,PROD96,us,Sweden,Padmanabha
1-521431857,In Progress,Accepted,Accepted/In Progress,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,Assigned,Accepted,Accepted/Assigned,317,0,Medium,Org line G3,,G199 3rd,PROD97,us,USA,Carolyn
1-521431857,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,Assigned,Accepted,Accepted/Assigned,In Progress,Accepted,Accepted/In Progress,317,0,Medium,Org line G3,,G199 3rd,PROD97,us,USA,Carolyn
1-521431857,In Progress,Accepted,Accepted/In Progress,Assigned,Accepted,Accepted/Assigned,In Progress,Accepted,Accepted/In Progress,Closed,Completed,Completed/Closed,317,277,Medium,Org line G3,,G199 3rd,PROD97,us,Sweden,Padmanabha
1-522460624,In Progress,Accepted,Accepted/In Progress,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,Assigned,Accepted,Accepted/Assigned,321,202,Major,Org line C,E_8,G186 2nd,PROD436,in,Sweden,Jonas
1-522460624,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,Assigned,Accepted,Accepted/Assigned,Wait,Accepted,Accepted/Wait,321,202,Major,Org line C,E_8,G186 2nd,PROD436,in,Sweden,Jonas
1-522460624,In Progress,Accepted,Accepted/In Progress,Assigned,Accepted,Accepted/Assigned,Wait,Accepted,Accepted/Wait,Closed,Completed,Completed/Closed,321,51,Major,Org line C,E_8,G181 2nd,PROD436,in,INDIA,Karthick
1-522734472,In Progress,Accepted,Accepted/In Progress,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,Assigned,Accepted,Accepted/Assigned,322,1,Medium,Org line G3,,G199 3rd,PROD98,us,USA,Carolyn
1-522734472,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,Assigned,Accepted,Accepted/Assigned,In Progress,Accepted,Accepted/In Progress,322,1,Medium,Org line G3,,G199 3rd,PROD98,us,USA,Carolyn
1-522734472,In Progress,Accepted,Accepted/In Progress,Assigned,Accepted,Accepted/Assigned,In Progress,Accepted,Accepted/In Progress,Closed,Completed,Completed/Closed,322,278,Medium,Org line G3,,G199 3rd,PROD98,us,Sweden,Padmanabha
1-522949376,In Progress,Accepted,Accepted/In Progress,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,Wait,Accepted,Accepted/Wait,323,21,Medium,Org line A2,A2_4,G18 3rd,PROD67,se,INDIA,Arun
1-522949376,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,Wait,Accepted,Accepted/Wait,Assigned,Accepted,Accepted/Assigned,323,7,Medium,Org line A2,A2_4,G18 3rd,PROD67,se,INDIA,Arun
1-522949376,In Progress,Accepted,Accepted/In Progress,Wait,Accepted,Accepted/Wait,Assigned,Accepted,Accepted/Assigned,Wait,Accepted,Accepted/Wait,323,182,Medium,Org line A2,A2_4,G18 3rd,PROD67,se,Sweden,Emma
1-522949376,Wait,Accepted,Accepted/Wait,Assigned,Accepted,Accepted/Assigned,Wait,Accepted,Accepted/Wait,Closed,Completed,Completed/Closed,323,182,Medium,Org line A2,A2_4,G18 3rd,PROD67,se,Sweden,Emma
1-523069229,In Progress,Accepted,Accepted/In Progress,In Progress,Accepted,Accepted/In Progress,In Progress,Accepted,Accepted/In Progress,Closed,Completed,Completed/Closed,325,271,Medium,Org line G3,,G199 3rd,PROD98,us,USA,Carolyn
1-523311541,In Progress,Accepted,Accepted/In Progress,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,Assigned,Accepted,Accepted/Assigned,326,0,Medium,Org line G3,,G199 3rd,PROD97,us,USA,Carolyn
1-523311541,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,Assigned,Accepted,Accepted/Assigned,In Progress,Accepted,Accepted/In Progress,326,0,Medium,Org line G3,,G199 3rd,PROD97,us,USA,Carolyn
1-523311541,In Progress,Accepted,Accepted/In Progress,Assigned,Accepted,Accepted/Assigned,In Progress,Accepted,Accepted/In Progress,Closed,Completed,Completed/Closed,326,277,Medium,Org line G3,,G199 3rd,PROD97,us,Sweden,Padmanabha
1-523361887,In Progress,Accepted,Accepted/In Progress,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,Assigned,Accepted,Accepted/Assigned,327,1,Medium,Org line G3,,G199 3rd,PROD97,us,USA,Carolyn
1-523361887,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,Assigned,Accepted,Accepted/Assigned,In Progress,Accepted,Accepted/In Progress,327,1,Medium,Org line G3,,G199 3rd,PROD97,us,USA,Carolyn
1-523361887,In Progress,Accepted,Accepted/In Progress,Assigned,Accepted,Accepted/Assigned,In Progress,Accepted,Accepted/In Progress,Closed,Completed,Completed/Closed,327,276,Medium,Org line G3,,G199 3rd,PROD97,us,Sweden,Padmanabha
1-523392191,In Progress,Accepted,Accepted/In Progress,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,Assigned,Accepted,Accepted/Assigned,328,1,Medium,Org line G3,,G199 3rd,PROD98,us,USA,Carolyn
1-523392191,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,Assigned,Accepted,Accepted/Assigned,In Progress,Accepted,Accepted/In Progress,328,1,Medium,Org line G3,,G199 3rd,PROD98,us,USA,Carolyn
1-523392191,In Progress,Accepted,Accepted/In Progress,Assigned,Accepted,Accepted/Assigned,In Progress,Accepted,Accepted/In Progress,Closed,Completed,Completed/Closed,328,285,Medium,Org line G3,,G199 3rd,PROD98,us,Sweden,Padmanabha
1-524169663,In Progress,Accepted,Accepted/In Progress,In Progress,Accepted,Accepted/In Progress,In Progress,Accepted,Accepted/In Progress,Awaiting Assignment,Queued,Queued/Awaiting Assignment,330,0,Low,Org line C,C_6,G141 3rd,PROD434,se,Sweden,M?ten
1-524169663,In Progress,Accepted,Accepted/In Progress,In Progress,Accepted,Accepted/In Progress,Awaiting Assignment,Queued,Queued/Awaiting Assignment,Awaiting Assignment,Queued,Queued/Awaiting Assignment,330,0,Low,Org line C,C_6,G141 3rd,PROD434,se,Sweden,M?ten
1-524169663,In Progress,Accepted,Accepted/In Progress,Awaiting Assignment,Queued,Queued/Awaiting Assignment,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,330,0,Low,Org line C,C_6,G141 3rd,PROD434,se,Sweden,M?ten
1-524169663,Awaiting Assignment,Queued,Queued/Awaiting Assignment,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,Assigned,Accepted,Accepted/Assigned,330,2,Low,Org line C,C_6,G141 3rd,PROD434,se,Sweden,M?ten
1-524169663,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,Assigned,Accepted,Accepted/Assigned,Wait,Accepted,Accepted/Wait,330,2,Low,Org line C,C_6,G250 3rd,PROD434,se,Sweden,Peter
1-524169663,In Progress,Accepted,Accepted/In Progress,Assigned,Accepted,Accepted/Assigned,Wait,Accepted,Accepted/Wait,Wait,Accepted,Accepted/Wait,330,162,Low,Org line C,C_6,G250 3rd,PROD434,se,Sweden,Peter
1-524169663,Assigned,Accepted,Accepted/Assigned,Wait,Accepted,Accepted/Wait,Wait,Accepted,Accepted/Wait,Closed,Completed,Completed/Closed,330,162,Low,Org line C,C_6,G250 3rd,PROD434,se,Sweden,Tomas
1-524356958,In Progress,Accepted,Accepted/In Progress,Wait,Accepted,Accepted/Wait,Wait,Accepted,Accepted/Wait,Closed,Completed,Completed/Closed,332,163,Medium,Org line G4,,S33 2nd,PROD374,se,Sweden,Eric
1-524375607,Assigned,Accepted,Accepted/Assigned,Assigned,Accepted,Accepted/Assigned,Assigned,Accepted,Accepted/Assigned,In Progress,Accepted,Accepted/In Progress,333,148,Medium,Org line C,C_2,G58 3rd,PROD330,be,Sweden,Stefan
1-524375607,Assigned,Accepted,Accepted/Assigned,Assigned,Accepted,Accepted/Assigned,In Progress,Accepted,Accepted/In Progress,Closed,Completed,Completed/Closed,333,34,Medium,Org line C,C_2,G58 3rd,PROD330,be,Belgium,Els
1-525132931,In Progress,Accepted,Accepted/In Progress,In Progress,Accepted,Accepted/In Progress,Assigned,Accepted,Accepted/Assigned,In Progress,Accepted,Accepted/In Progress,334,323,Medium,Org line A2,D_1,L50 3rd,PROD611,in,Sweden,Harikumar
1-525132931,In Progress,Accepted,Accepted/In Progress,Assigned,Accepted,Accepted/Assigned,In Progress,Accepted,Accepted/In Progress,Closed,Completed,Completed/Closed,334,319,Medium,Org line A2,D_1,L50 3rd,PROD611,in,Sweden,Harikumar
1-525447561,In Progress,Accepted,Accepted/In Progress,Wait,Accepted,Accepted/Wait,Assigned,Accepted,Accepted/Assigned,In Progress,Accepted,Accepted/In Progress,335,60,Low,Org line A2,A2_3,N23 2nd,PROD76,se,Sweden,Gunilla
1-525447561,Wait,Accepted,Accepted/Wait,Assigned,Accepted,Accepted/Assigned,In Progress,Accepted,Accepted/In Progress,Closed,Completed,Completed/Closed,335,250,Low,Org line A2,A2_3,N23 2nd,PROD76,se,Sweden,Gunilla
1-525489753,In Progress,Accepted,Accepted/In Progress,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,Assigned,Accepted,Accepted/Assigned,337,3,Medium,Org line G3,,G199 3rd,PROD97,us,USA,Carolyn
1-525489753,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,Assigned,Accepted,Accepted/Assigned,In Progress,Accepted,Accepted/In Progress,337,3,Medium,Org line G3,,G199 3rd,PROD97,us,USA,Carolyn
1-525489753,In Progress,Accepted,Accepted/In Progress,Assigned,Accepted,Accepted/Assigned,In Progress,Accepted,Accepted/In Progress,Closed,Completed,Completed/Closed,337,266,Medium,Org line G3,,G199 3rd,PROD97,us,Sweden,Padmanabha
1-526344555,In Progress,Accepted,Accepted/In Progress,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,Assigned,Accepted,Accepted/Assigned,340,1,Medium,Org line G3,,G199 3rd,PROD97,us,USA,Carolyn
1-526344555,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,Assigned,Accepted,Accepted/Assigned,In Progress,Accepted,Accepted/In Progress,340,1,Medium,Org line G3,,G199 3rd,PROD97,us,USA,Carolyn
1-526344555,In Progress,Accepted,Accepted/In Progress,Assigned,Accepted,Accepted/Assigned,In Progress,Accepted,Accepted/In Progress,Closed,Completed,Completed/Closed,340,257,Medium,Org line G3,,G199 3rd,PROD97,us,Sweden,Padmanabha
1-526414477,In Progress,Accepted,Accepted/In Progress,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,Assigned,Accepted,Accepted/Assigned,342,1,Medium,Org line G3,,G199 3rd,PROD96,us,USA,Carolyn
1-526414477,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,Assigned,Accepted,Accepted/Assigned,In Progress,Accepted,Accepted/In Progress,342,1,Medium,Org line G3,,G199 3rd,PROD96,us,USA,Carolyn
1-526414477,In Progress,Accepted,Accepted/In Progress,Assigned,Accepted,Accepted/Assigned,In Progress,Accepted,Accepted/In Progress,Closed,Completed,Completed/Closed,342,264,Medium,Org line G3,,G199 3rd,PROD96,us,Sweden,Padmanabha
1-526414833,In Progress,Accepted,Accepted/In Progress,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,Assigned,Accepted,Accepted/Assigned,343,1,Medium,Org line G3,,G199 3rd,PROD96,us,USA,Carolyn
1-526414833,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,Assigned,Accepted,Accepted/Assigned,In Progress,Accepted,Accepted/In Progress,343,1,Medium,Org line G3,,G199 3rd,PROD96,us,USA,Carolyn
1-526414833,In Progress,Accepted,Accepted/In Progress,Assigned,Accepted,Accepted/Assigned,In Progress,Accepted,Accepted/In Progress,Closed,Completed,Completed/Closed,343,230,Medium,Org line G3,,G199 3rd,PROD96,us,Sweden,Padmanabha
1-528251011,In Progress,Accepted,Accepted/In Progress,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,Wait,Accepted,Accepted/Wait,347,111,Medium,Org line V2,,T13 2nd,PROD279,se,Sweden,Cecilia
1-528251011,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,Wait,Accepted,Accepted/Wait,Closed,Completed,Completed/Closed,347,120,Medium,Org line V2,,T13 2nd,PROD279,se,Sweden,Cecilia
1-528332261,In Progress,Accepted,Accepted/In Progress,Assigned,Accepted,Accepted/Assigned,Assigned,Accepted,Accepted/Assigned,In Progress,Accepted,Accepted/In Progress,348,189,Low,Org line A2,A2_3,U6 2nd,PROD827,se,Sweden,Linda
1-528332261,Assigned,Accepted,Accepted/Assigned,Assigned,Accepted,Accepted/Assigned,In Progress,Accepted,Accepted/In Progress,Closed,Completed,Completed/Closed,348,114,Low,Org line A2,A2_3,U6 2nd,PROD827,se,Sweden,Linda
1-528716762,In Progress,Accepted,Accepted/In Progress,Wait,Accepted,Accepted/Wait,In Progress,Accepted,Accepted/In Progress,Closed,Completed,Completed/Closed,349,223,Medium,Org line A2,A2_3,U5 2nd,PROD228,se,Sweden,Carin
