Case ID,Activity,Resource,Start Timestamp,Complete Timestamp,Span,Work Order Qty,Part Desc.,Worker ID,Report Type,Qty Completed,Qty Rejected,Qty for MRB,Rework
Case 110,Turning & Milling - Machine 6,Machine 6 - Turning & Milling,08:00.0,17:00.0,003:09,500,Ballnut,ID4529,S,0,0,0,
Case 110,Turning & Milling - Machine 6,Machine 6 - Turning & Milling,11:00.0,37:00.0,004:26,500,Ballnut,ID4794,S,1,0,0,
Case 110,Turning & Milling - Machine 6,Machine 6 - Turning & Milling,37:00.0,52:00.0,004:15,500,Ballnut,ID4794,D,10,0,0,
Case 110,Turning & Milling - Machine 6,Machine 6 - Turning & Milling,54:00.0,40:00.0,007:46,500,Ballnut,ID4167,D,32,0,0,
Case 110,Turning & Milling - Machine 6,Machine 6 - Turning & Milling,48:00.0,51:00.0,005:03,500,Ballnut,ID4529,D,18,0,0,
Case 110,Turning & Milling Q.C.,Quality Check 1,50:00.0,32:00.0,000:42,500,Ballnut,ID4618,D,0,0,0,
Case 110,Turning & Milling - Machine 6,Machine 6 - Turning & Milling,59:00.0,27:00.0,004:28,500,Ballnut,ID4429,D,15,0,0,
Case 110,Turning & Milling - Machine 6,Machine 6 - Turning & Milling,00:00.0,54:00.0,021:54,500,Ballnut,ID4932,D,30,0,0,
Case 110,Turning & Milling - Machine 6,Machine 6 - Turning & Milling,26:00.0,35:00.0,007:09,500,Ballnut,ID4794,D,20,0,0,
Case 110,Turning & Milling - Machine 6,Machine 6 - Turning & Milling,55:00.0,09:00.0,009:14,500,Ballnut,ID4529,D,17,0,0,
Case 110,Turning & Milling Q.C.,Quality Check 1,58:00.0,42:00.0,000:44,500,Ballnut,ID4618,D,0,0,0,
Case 110,Turning & Milling Q.C.,Quality Check 1,02:00.0,17:00.0,000:00,500,Ballnut,ID4618,D,82,0,0,
Case 110,Turning & Milling - Machine 6,Machine 6 - Turning & Milling,11:00.0,12:00.0,004:01,500,Ballnut,ID4429,D,13,0,0,
Case 110,Turning & Milling Q.C.,Quality Check 1,00:00.0,08:00.0,000:08,500,Ballnut,ID4618,D,0,3,0,
Case 110,Turning & Milling Q.C.,Quality Check 1,13:00.0,28:00.0,000:00,500,Ballnut,ID4618,D,36,0,0,
Case 110,Turning & Milling Q.C.,Quality Check 1,28:00.0,33:00.0,000:05,500,Ballnut,ID4618,D,0,3,0,
Case 110,Turning & Milling - Machine 6,Machine 6 - Turning & Milling,10:00.0,47:00.0,007:37,500,Ballnut,ID4794,S,4,0,0,
Case 110,Turning & Milling Q.C.,Quality Check 1,58:00.0,32:00.0,001:34,500,Ballnut,ID4618,D,0,0,0,
Case 110,Turning & Milling - Machine 6,Machine 6 - Turning & Milling,13:00.0,49:00.0,005:36,500,Ballnut,ID4529,D,19,0,0,
Case 110,Turning & Milling - Machine 6,Machine 6 - Turning & Milling,24:00.0,30:00.0,022:06,500,Ballnut,ID4932,D,36,0,0,
Case 110,Turning & Milling - Machine 6,Machine 6 - Turning & Milling,54:00.0,26:00.0,002:32,500,Ballnut,ID4641,D,14,0,0,
Case 110,Laser Marking - Machine 7,Machine 7- Laser Marking,29:00.0,06:00.0,003:37,500,Ballnut,ID0998,D,141,0,0,
Case 110,Flat Grinding - Machine 11,Machine 11 - Grinding,24:00.0,43:00.0,001:19,500,Ballnut,ID4528,D,20,0,0,
Case 110,Laser Marking - Machine 7,Machine 7- Laser Marking,29:00.0,32:00.0,001:03,500,Ballnut,ID0997,D,0,0,0,
Case 110,Turning & Milling Q.C.,Quality Check 1,52:00.0,44:00.0,002:52,500,Ballnut,ID4618,D,0,0,0,
Case 110,Flat Grinding - Machine 11,Machine 11 - Grinding,16:00.0,13:00.0,004:57,500,Ballnut,ID4528,D,91,0,0,
Case 110,Lapping - Machine 1,Machine 1 - Lapping,46:00.0,58:00.0,002:12,500,Ballnut,ID0998,D,20,0,0,
Case 110,Turning & Milling Q.C.,Quality Check 1,36:00.0,51:00.0,000:00,500,Ballnut,ID4618,D,72,0,0,
Case 110,Turning & Milling Q.C.,Quality Check 1,45:00.0,41:00.0,000:56,500,Ballnut,ID4618,D,0,1,0,
Case 110,Turning & Milling - Machine 6,Machine 6 - Turning & Milling,33:00.0,51:00.0,004:18,500,Ballnut,ID4794,S,1,0,0,
Case 110,Turning & Milling Q.C.,Quality Check 1,30:00.0,46:00.0,000:16,500,Ballnut,ID4618,D,0,0,0,
Case 110,Turning & Milling - Machine 6,Machine 6 - Turning & Milling,51:00.0,30:00.0,001:39,500,Ballnut,ID4794,D,3,0,0,
Case 110,Lapping - Machine 1,Machine 1 - Lapping,15:00.0,33:00.0,002:18,500,Ballnut,ID4718,D,0,0,0,
Case 110,Lapping - Machine 1,Machine 1 - Lapping,42:00.0,22:00.0,002:40,500,Ballnut,ID0998,D,80,0,0,
Case 110,Flat Grinding - Machine 11,Machine 11 - Grinding,22:00.0,37:00.0,000:00,500,Ballnut,ID0998,D,30,0,0,
Case 110,Turning & Milling - Machine 6,Machine 6 - Turning & Milling,30:00.0,30:00.0,007:00,500,Ballnut,ID4794,D,20,0,0,
Case 110,Lapping - Machine 1,Machine 1 - Lapping,00:00.0,15:00.0,000:00,500,Ballnut,ID4882,D,0,0,0,
Case 110,Turning & Milling Q.C.,Quality Check 1,03:00.0,24:00.0,000:21,500,Ballnut,ID4618,D,0,0,0,
Case 110,Turning & Milling - Machine 6,Machine 6 - Turning & Milling,12:00.0,42:00.0,005:30,500,Ballnut,ID4794,D,20,0,0,
Case 110,Lapping - Machine 1,Machine 1 - Lapping,38:00.0,39:00.0,000:01,500,Ballnut,ID0998,D,41,0,0,
Case 110,Turning & Milling - Machine 6,Machine 6 - Turning & Milling,59:00.0,00:00.0,010:01,500,Ballnut,ID4167,D,21,0,0,
Case 110,Turning & Milling - Machine 6,Machine 6 - Turning & Milling,33:00.0,58:00.0,023:25,500,Ballnut,ID4932,D,50,0,0,
Case 110,Turning & Milling - Machine 6,Machine 6 - Turning & Milling,51:00.0,35:00.0,004:44,500,Ballnut,ID4794,D,10,0,0,
Case 110,Lapping - Machine 1,Machine 1 - Lapping,00:00.0,15:00.0,000:00,500,Ballnut,ID4882,D,0,0,0,
Case 110,Laser Marking - Machine 7,Machine 7- Laser Marking,03:00.0,16:00.0,000:13,500,Ballnut,ID4882,D,96,0,0,
Case 110,Lapping - Machine 1,Machine 1 - Lapping,00:00.0,15:00.0,000:00,500,Ballnut,ID4882,D,0,0,0,
Case 110,Turning & Milling Q.C.,Quality Check 1,47:00.0,48:00.0,000:01,500,Ballnut,ID4618,D,148,0,0,
Case 110,Round Grinding - Machine 3,Machine 3 - Round Grinding,07:00.0,55:00.0,000:48,500,Ballnut,ID4445,S,0,0,0,
Case 110,Round Grinding - Machine 3,Machine 3 - Round Grinding,13:00.0,57:00.0,001:44,500,Ballnut,ID4872,D,15,0,0,
Case 110,Round Grinding - Machine 3,Machine 3 - Round Grinding,01:00.0,12:00.0,004:11,500,Ballnut,ID4528,D,39,0,0,
Case 110,Round Grinding - Machine 3,Machine 3 - Round Grinding,09:00.0,26:00.0,009:17,500,Ballnut,ID0420,D,83,0,0,
Case 110,Packing,Packing,00:00.0,00:00.0,000:00,500,Ballnut,ID4820,D,60,0,0,
Case 110,Packing,Packing,00:00.0,00:00.0,000:00,500,Ballnut,ID4820,D,30,0,0,
Case 110,Round Grinding - Machine 3,Machine 3 - Round Grinding,30:00.0,50:00.0,001:20,500,Ballnut,ID4445,D,15,0,0,
Case 110,Round Grinding - Machine 3,Machine 3 - Round Grinding,59:00.0,58:00.0,002:59,500,Ballnut,ID4872,D,22,0,0,
Case 110,Flat Grinding - Machine 11,Machine 11 - Grinding,19:00.0,20:00.0,000:01,500,Ballnut,ID0998,D,96,0,0,
Case 110,Lapping - Machine 1,Machine 1 - Lapping,21:00.0,36:00.0,000:00,500,Ballnut,ID0998,D,96,0,0,
Case 110,Final Inspection Q.C.,Quality Check 1,20:00.0,29:00.0,001:09,500,Ballnut,ID4618,D,90,0,0,
Case 110,Round Grinding - Machine 3,Machine 3 - Round Grinding,39:00.0,43:00.0,005:04,500,Ballnut,ID4445,D,45,0,0,
Case 110,Round Grinding - Machine 3,Machine 3 - Round Grinding,59:00.0,53:00.0,001:54,500,Ballnut,ID4528,D,18,0,0,
Case 110,Packing,Packing,00:00.0,00:00.0,000:00,500,Ballnut,ID4491,D,140,0,0,
Case 110,Final Inspection Q.C.,Quality Check 1,21:00.0,28:00.0,003:07,500,Ballnut,ID4618,D,140,0,0,
Case 111,Turning - Machine 4,Machine 4 - Turning & Milling,10:00.0,13:00.0,003:03,300,Cable Head,ID4932,S,1,0,0,
Case 111,Turning - Machine 4,Machine 4 - Turning & Milling,13:00.0,39:00.0,006:26,300,Cable Head,ID4932,D,55,0,0,
Case 111,Turning - Machine 4,Machine 4 - Turning & Milling,10:00.0,10:00.0,009:00,300,Cable Head,ID4167,D,83,0,0,
Case 111,Turning - Machine 4,Machine 4 - Turning & Milling,14:00.0,42:00.0,003:28,300,Cable Head,ID4429,D,34,0,0,
Case 111,Turning - Machine 4,Machine 4 - Turning & Milling,44:00.0,45:00.0,011:01,300,Cable Head,ID4932,D,100,0,0,
Case 111,Turning - Machine 4,Machine 4 - Turning & Milling,58:00.0,59:00.0,004:01,300,Cable Head,ID4167,D,27,0,0,
Case 111,Turning Q.C.,Quality Check 1,50:00.0,05:00.0,000:00,300,Cable Head,ID4493,D,300,0,0,
Case 111,Turning & Milling - Machine 4,Machine 4 - Turning & Milling,14:00.0,50:00.0,006:36,300,Cable Head,ID4932,S,1,0,0,
Case 111,Turning & Milling - Machine 4,Machine 4 - Turning & Milling,00:00.0,00:00.0,011:00,300,Cable Head,ID4167,D,46,0,0,
Case 111,Turning & Milling - Machine 4,Machine 4 - Turning & Milling,00:00.0,41:00.0,005:41,300,Cable Head,ID4794,D,20,0,0,
Case 111,Turning - Machine 4,Machine 4 - Turning & Milling,09:00.0,41:00.0,005:32,300,Cable Head,ID4794,D,0,0,0,
Case 111,Turning - Machine 4,Machine 4 - Turning & Milling,31:00.0,53:00.0,009:22,300,Cable Head,ID4932,D,0,0,0,
Case 111,Turning & Milling - Machine 4,Machine 4 - Turning & Milling,51:00.0,52:00.0,026:01,300,Cable Head,ID4932,D,65,0,0,
Case 111,Turning & Milling - Machine 4,Machine 4 - Turning & Milling,52:00.0,45:00.0,007:53,300,Cable Head,ID4794,D,25,0,0,
Case 111,Turning & Milling - Machine 4,Machine 4 - Turning & Milling,06:00.0,32:00.0,008:26,300,Cable Head,ID4167,D,53,0,0,
Case 111,Turning & Milling - Machine 4,Machine 4 - Turning & Milling,54:00.0,43:00.0,010:49,300,Cable Head,ID4932,D,63,0,0,
Case 111,Turning & Milling Q.C.,Quality Check 1,21:00.0,22:00.0,002:01,300,Cable Head,ID4493,D,209,4,0,
Case 111,Laser Marking - Machine 7,Machine 7- Laser Marking,42:00.0,00:00.0,000:18,300,Cable Head,ID0998,D,50,0,0,
Case 111,Laser Marking - Machine 7,Machine 7- Laser Marking,02:00.0,43:00.0,001:41,300,Cable Head,ID4882,D,159,0,0,
Case 111,Turning & Milling - Machine 4,Machine 4 - Turning & Milling,51:00.0,52:00.0,007:01,300,Cable Head,ID4167,D,0,0,0,
Case 111,Turning & Milling Q.C.,Quality Check 1,00:00.0,35:00.0,000:35,300,Cable Head,ID4493,D,0,0,0,
Case 111,Turning & Milling Q.C.,Quality Check 1,00:00.0,59:00.0,003:59,300,Cable Head,ID4493,D,87,0,0,
Case 111,Turning & Milling - Machine 4,Machine 4 - Turning & Milling,56:00.0,56:00.0,020:00,300,Cable Head,ID4167,D,27,0,0,
Case 111,Laser Marking - Machine 7,Machine 7- Laser Marking,10:00.0,26:00.0,002:16,300,Cable Head,ID0998,D,87,0,0,
Case 112,Turning & Milling - Machine 9,Machine 9 - Turning & Milling,13:00.0,51:00.0,000:38,492,Ballnut,ID4641,S,0,0,0,
Case 112,Turning & Milling - Machine 9,Machine 9 - Turning & Milling,01:00.0,48:00.0,003:47,492,Ballnut,ID3846,S,1,0,0,
Case 112,Turning & Milling - Machine 9,Machine 9 - Turning & Milling,28:00.0,10:00.0,001:42,492,Ballnut,ID4132,S,3,0,0,
Case 112,Turning & Milling Q.C.,Quality Check 1,00:00.0,40:00.0,001:40,492,Ballnut,ID4287,D,0,3,0,
Case 112,Turning & Milling - Machine 9,Machine 9 - Turning & Milling,15:00.0,02:00.0,000:47,492,Ballnut,ID3846,B,0,0,0,
Case 112,Turning & Milling - Machine 9,Machine 9 - Turning & Milling,02:00.0,21:00.0,004:19,492,Ballnut,ID3846,S,3,0,0,
Case 112,Turning & Milling - Machine 9,Machine 9 - Turning & Milling,10:00.0,51:00.0,001:41,492,Ballnut,ID4132,D,3,0,0,
Case 112,Turning & Milling - Machine 9,Machine 9 - Turning & Milling,43:00.0,48:00.0,010:05,492,Ballnut,ID4794,D,45,0,0,
Case 112,Turning & Milling - Machine 9,Machine 9 - Turning & Milling,22:00.0,43:00.0,001:21,492,Ballnut,ID3846,S,1,0,0,
Case 112,Turning & Milling - Machine 9,Machine 9 - Turning & Milling,44:00.0,22:00.0,007:38,492,Ballnut,ID3846,D,39,0,0,
Case 112,Turning & Milling - Machine 9,Machine 9 - Turning & Milling,04:00.0,47:00.0,009:43,492,Ballnut,ID4794,D,25,0,0,
Case 112,Turning & Milling - Machine 9,Machine 9 - Turning & Milling,18:00.0,50:00.0,003:32,492,Ballnut,ID4641,D,10,0,0,
Case 112,Turning & Milling Q.C.,Quality Check 1,00:00.0,33:00.0,000:33,492,Ballnut,ID4287,D,0,3,0,
Case 112,Turning & Milling Q.C.,Quality Check 1,00:00.0,33:00.0,000:33,492,Ballnut,ID4287,D,106,8,0,
Case 112,Laser Marking - Machine 7,Machine 7- Laser Marking,42:00.0,55:00.0,002:13,492,Ballnut,ID4718,D,106,0,0,
Case 112,Lapping - Machine 1,Machine 1 - Lapping,43:00.0,10:00.0,002:27,492,Ballnut,ID0998,D,106,0,0,
Case 112,Turning & Milling - Machine 10,Machine 10 - Grinding,38:00.0,19:00.0,002:41,492,Ballnut,ID4641,S,1,0,0,
Case 112,Turning & Milling - Machine 10,Machine 10 - Grinding,19:00.0,10:00.0,002:51,492,Ballnut,ID4641,D,10,0,0,
Case 112,Turning & Milling - Machine 10,Machine 10 - Grinding,12:00.0,46:00.0,003:34,492,Ballnut,ID4529,D,20,0,0,
Case 112,Turning & Milling - Machine 10,Machine 10 - Grinding,26:00.0,39:00.0,009:13,492,Ballnut,ID4718,D,44,0,0,
Case 112,Turning & Milling - Machine 10,Machine 10 - Grinding,18:00.0,48:00.0,009:30,492,Ballnut,ID4641,D,21,0,0,
Case 112,Turning & Milling - Machine 10,Machine 10 - Grinding,20:00.0,52:00.0,010:32,492,Ballnut,ID3846,D,26,0,0,
Case 112,Final Inspection Q.C.,Quality Check 1,30:00.0,30:00.0,002:00,492,Ballnut,ID4287,D,0,0,0,
Case 112,Final Inspection Q.C.,Quality Check 1,00:00.0,33:00.0,000:33,492,Ballnut,ID4287,D,106,0,0,
Case 112,Turning & Milling - Machine 10,Machine 10 - Grinding,30:00.0,29:00.0,005:59,492,Ballnut,ID4641,D,15,0,0,
Case 112,Packing,Packing,00:00.0,00:00.0,000:00,492,Ballnut,ID4820,D,106,0,0,
Case 112,Packing,Packing,00:00.0,00:00.0,000:00,492,Ballnut,ID4820,D,0,0,0,
Case 112,Turning & Milling Q.C.,Quality Check 1,31:00.0,00:00.0,001:29,492,Ballnut,ID4287,D,139,0,0,
Case 112,Laser Marking - Machine 7,Machine 7- Laser Marking,01:00.0,32:00.0,002:31,492,Ballnut,ID4718,D,139,0,0,
Case 112,Turning & Milling - Machine 10,Machine 10 - Grinding,31:00.0,43:00.0,002:12,492,Ballnut,ID4132,D,9,0,0,
Case 112,Turning & Milling - Machine 10,Machine 10 - Grinding,29:00.0,32:00.0,009:03,492,Ballnut,ID4641,D,23,0,0,
Case 112,Grinding Rework,Machine 11 - Grinding,42:00.0,42:00.0,001:00,492,Ballnut,ID4882,D,0,0,0,
Case 112,Grinding Rework,Machine 11 - Grinding,02:00.0,22:00.0,003:20,492,Ballnut,ID4882,D,0,0,0,
Case 112,Lapping - Machine 1,Machine 1 - Lapping,00:00.0,33:00.0,004:33,492,Ballnut,ID4718,D,139,0,0,
Case 112,Final Inspection Q.C.,Quality Check 1,49:00.0,03:00.0,006:14,492,Ballnut,ID4287,D,0,0,0,
Case 112,Packing,Packing,00:00.0,00:00.0,000:00,492,Ballnut,ID4820,D,139,0,0,
Case 112,Final Inspection Q.C.,Quality Check 1,00:00.0,34:00.0,000:34,492,Ballnut,ID4287,D,139,0,0,
Case 113,SETUP     Turning & Milling - Machine 5,Machine 5 - Turning & Milling,09:00.0,49:00.0,003:40,28,Cable Head,ID4932,S,0,0,0,
Case 113,Turning & Milling - Machine 5,Machine 5 - Turning & Milling,06:00.0,56:00.0,008:50,28,Cable Head,ID4529,S,28,0,0,
Case 113,Turning & Milling Q.C.,Quality Check 1,03:00.0,04:00.0,004:01,28,Cable Head,ID4493,D,28,0,0,
Case 113,Laser Marking - Machine 7,Machine 7- Laser Marking,15:00.0,39:00.0,000:24,28,Cable Head,ID0998,D,28,0,0,
Case 114,Turning & Milling - Machine 6,Machine 6 - Turning & Milling,03:00.0,53:00.0,004:50,20,Ballnut,ID4794,S,1,0,0,
Case 114,Turning & Milling Q.C.,Quality Check 1,56:00.0,19:00.0,001:23,20,Ballnut,ID4618,D,0,0,0,
Case 114,Turning & Milling - Machine 6,Machine 6 - Turning & Milling,10:00.0,01:00.0,000:51,20,Ballnut,ID4718,S,0,0,0,
Case 114,Turning & Milling - Machine 6,Machine 6 - Turning & Milling,16:00.0,48:00.0,007:32,20,Ballnut,ID4794,D,19,0,0,
Case 114,Turning & Milling Q.C.,Quality Check 1,00:00.0,15:00.0,000:00,20,Ballnut,ID4618,D,19,0,0,
Case 114,Turning & Milling Q.C.,Quality Check 1,40:00.0,41:00.0,000:01,20,Ballnut,ID4618,D,0,1,0,
Case 114,Turning & Milling Q.C.,Quality Check 1,56:00.0,04:00.0,000:08,20,Ballnut,ID4618,D,0,0,0,
Case 115,Turning & Milling - Machine 4,Machine 4 - Turning & Milling,41:00.0,01:00.0,006:20,90,Ballnut,ID4932,S,0,0,0,
Case 115,Turning & Milling - Machine 4,Machine 4 - Turning & Milling,05:00.0,29:00.0,006:24,90,Ballnut,ID4529,D,50,0,0,
Case 115,Turning & Milling - Machine 4,Machine 4 - Turning & Milling,59:00.0,35:00.0,001:36,90,Ballnut,ID4932,D,12,0,0,
Case 115,Turning & Milling - Machine 4,Machine 4 - Turning & Milling,35:00.0,48:00.0,001:13,90,Ballnut,ID4932,S,0,0,0,
Case 115,Turning & Milling - Machine 4,Machine 4 - Turning & Milling,49:00.0,48:00.0,003:59,90,Ballnut,ID4932,D,28,0,0,
Case 115,Turning & Milling Q.C.,Quality Check 1,30:00.0,00:00.0,001:30,90,Ballnut,ID4287,D,0,0,0,
Case 115,Turning & Milling Q.C.,Quality Check 1,00:00.0,50:00.0,000:50,90,Ballnut,ID4287,D,90,0,0,
Case 115,Flat Grinding - Machine 11,Machine 11 - Grinding,46:00.0,52:00.0,001:06,90,Ballnut,ID4882,D,48,0,0,
Case 115,Flat Grinding - Machine 11,Machine 11 - Grinding,00:00.0,15:00.0,000:00,90,Ballnut,ID4882,D,0,0,0,
Case 115,Flat Grinding - Machine 11,Machine 11 - Grinding,05:00.0,17:00.0,001:12,90,Ballnut,ID4882,D,42,0,0,
Case 115,Turning & Milling Q.C.,Quality Check 1,00:00.0,00:00.0,001:00,90,Ballnut,ID4287,D,0,0,0,
Case 115,Lapping - Machine 1,Machine 1 - Lapping,46:00.0,14:00.0,001:28,90,Ballnut,ID4882,D,90,0,0,
Case 115,Round Grinding - Machine 2,Machine 2 - Round Grinding,41:00.0,49:00.0,002:08,90,Ballnut,ID4385,S,0,0,0,
Case 115,Round Grinding - Machine 2,Machine 2 - Round Grinding,50:00.0,50:00.0,001:00,90,Ballnut,ID4385,D,6,0,0,
Case 115,Round Grinding - Machine 2,Machine 2 - Round Grinding,51:00.0,00:00.0,007:09,90,Ballnut,ID0420,D,36,0,0,
Case 115,Round Grinding - Q.C.,Quality Check 1,00:00.0,51:00.0,000:51,90,Ballnut,ID4287,D,0,0,0,
Case 115,Round Grinding - Machine 2,Machine 2 - Round Grinding,00:00.0,45:00.0,008:45,90,Ballnut,ID4355,D,43,0,0,
Case 115,Round Grinding - Machine 2,Machine 2 - Round Grinding,07:00.0,05:00.0,000:58,90,Ballnut,ID4385,D,5,0,0,
Case 115,Round Grinding - Machine 2,Machine 2 - Round Grinding,06:00.0,16:00.0,001:10,90,Ballnut,ID4385,D,0,0,0,
Case 115,Round Grinding - Q.C.,Quality Check 1,57:00.0,40:00.0,001:43,90,Ballnut,ID4287,D,87,3,0,
Case 115,Laser Marking - Machine 7,Machine 7- Laser Marking,41:00.0,24:00.0,001:43,90,Ballnut,ID4718,D,87,0,0,
Case 115,Final Inspection Q.C.,Quality Check 1,00:00.0,00:00.0,001:00,90,Ballnut,ID4287,D,87,0,0,
Case 115,Packing,Packing,00:00.0,00:00.0,000:00,90,Ballnut,ID4820,D,87,0,0,
Case 116,Round Grinding - Manual,Machine 27 - Grinding,50:00.0,29:00.0,004:39,161,Clamp,ID4528,S,0,0,0,
Case 116,Round Grinding - Manual,Machine 27 - Grinding,29:00.0,37:00.0,005:08,161,Clamp,ID4528,D,25,0,0,
Case 116,Round Grinding - Manual,Machine 27 - Grinding,39:00.0,38:00.0,002:59,161,Clamp,ID4872,D,27,0,0,
Case 116,Packing,Packing,00:00.0,00:00.0,000:00,161,Clamp,ID4820,D,54,0,0,
Case 116,Round Grinding - Manual,Machine 27 - Grinding,01:00.0,04:00.0,002:03,161,Clamp,ID4528,D,2,0,0,
Case 116,Final Inspection Q.C.,Quality Check 1,40:00.0,40:00.0,001:00,161,Clamp,ID4163,D,54,0,0,
Case 116,Round Grinding - Manual,Machine 27 - Grinding,05:00.0,47:00.0,006:42,161,Clamp,ID4528,D,30,0,0,
Case 116,Round Grinding - Manual,Machine 27 - Grinding,49:00.0,51:00.0,008:02,161,Clamp,ID4528,D,30,0,0,
Case 116,Round Grinding - Manual,Machine 27 - Grinding,00:00.0,29:00.0,007:29,161,Clamp,ID4528,D,42,0,0,
Case 116,Round Grinding - Manual,Machine 27 - Grinding,45:00.0,06:00.0,001:21,161,Clamp,ID4528,D,0,0,0,
Case 116,Packing,Packing,00:00.0,00:00.0,000:00,161,Clamp,ID4820,D,97,0,0,
Case 116,Final Inspection Q.C.,Quality Check 1,00:00.0,59:00.0,000:59,161,Clamp,ID4287,D,97,5,0,
Case 117,Packing,Packing,00:00.0,00:00.0,000:00,3,Wheel Shaft,ID4820,D,1,0,0,
Case 117,Packing,Packing,00:00.0,00:00.0,000:00,3,Wheel Shaft,ID4820,D,2,0,0,
Case 117,Final Inspection - Weighting,Quality Check 1,46:00.0,01:00.0,000:00,3,Wheel Shaft,ID4493,D,3,0,0,
Case 118,Turning & Milling - Machine 6,Machine 6 - Turning & Milling,00:00.0,15:00.0,000:00,10,Ballnut,ID4429,S,0,0,0,
Case 118,Turning & Milling - Machine 6,Machine 6 - Turning & Milling,10:00.0,11:00.0,002:01,10,Ballnut,ID4794,S,1,0,0,
Case 118,Turning & Milling - Machine 6,Machine 6 - Turning & Milling,12:00.0,29:00.0,003:17,10,Ballnut,ID4794,D,9,0,0,
Case 118,Turning & Milling Q.C.,Quality Check 1,18:00.0,41:00.0,001:23,10,Ballnut,ID4287,D,9,1,0,
Case 119,Turning & Milling - Machine 10,Machine 10 - Grinding,12:00.0,57:00.0,008:45,40,Cylinder,ID4132,S,0,0,0,
Case 119,Turning & Milling - Machine 10,Machine 10 - Grinding,35:00.0,30:00.0,000:55,40,Cylinder,ID4132,S,0,0,0,
Case 119,Turning & Milling - Machine 10,Machine 10 - Grinding,18:00.0,48:00.0,010:30,40,Cylinder,ID4132,S,1,0,0,
Case 119,Turning & Milling - Machine 10,Machine 10 - Grinding,16:00.0,51:00.0,005:35,40,Cylinder,ID4641,D,2,0,0,
Case 119,Turning & Milling - Machine 10,Machine 10 - Grinding,19:00.0,45:00.0,010:26,40,Cylinder,ID4132,D,7,0,0,
Case 119,Turning & Milling - Machine 10,Machine 10 - Grinding,30:00.0,00:00.0,009:30,40,Cylinder,ID4132,D,6,0,0,
Case 119,Turning & Milling - Machine 10,Machine 10 - Grinding,17:00.0,47:00.0,009:30,40,Cylinder,ID4132,D,6,0,0,
Case 119,Turning & Milling - Machine 10,Machine 10 - Grinding,36:00.0,21:00.0,006:45,40,Cylinder,ID4794,D,1,0,0,
Case 119,Turning & Milling - Machine 10,Machine 10 - Grinding,20:00.0,37:00.0,010:17,40,Cylinder,ID4132,D,7,0,0,
Case 119,Turning & Milling - Machine 10,Machine 10 - Grinding,14:00.0,42:00.0,009:28,40,Cylinder,ID4794,D,4,0,0,
Case 119,Turning & Milling - Machine 10,Machine 10 - Grinding,18:00.0,18:00.0,010:00,40,Cylinder,ID4132,D,6,0,0,
Case 12,Turning - Machine 9,Machine 9 - Turning & Milling,38:00.0,00:00.0,004:22,69,Spur Gear,ID4641,S,0,0,0,
Case 12,Turning - Machine 9,Machine 9 - Turning & Milling,17:00.0,09:00.0,001:52,69,Spur Gear,ID4132,S,1,0,0,
Case 12,Turning Q.C.,Quality Check 1,11:00.0,57:00.0,000:46,69,Spur Gear,ID4618,D,0,0,0,
Case 12,Turning - Machine 9,Machine 9 - Turning & Milling,00:00.0,29:00.0,008:29,69,Spur Gear,ID4132,D,7,0,0,
Case 12,Turning - Machine 9,Machine 9 - Turning & Milling,31:00.0,18:00.0,009:47,69,Spur Gear,ID4641,D,14,0,0,
Case 12,Turning - Machine 9,Machine 9 - Turning & Milling,04:00.0,51:00.0,005:47,69,Spur Gear,ID3846,D,15,0,0,
Case 12,Turning - Machine 9,Machine 9 - Turning & Milling,06:00.0,58:00.0,006:52,69,Spur Gear,ID4641,D,13,0,0,
Case 12,Turning - Machine 9,Machine 9 - Turning & Milling,11:00.0,59:00.0,005:48,69,Spur Gear,ID3846,D,14,0,0,
Case 12,Turning - Machine 9,Machine 9 - Turning & Milling,00:00.0,45:00.0,001:45,69,Spur Gear,ID3846,B,0,0,0,
Case 12,Turning - Machine 9,Machine 9 - Turning & Milling,57:00.0,41:00.0,002:44,69,Spur Gear,ID4641,D,5,0,0,
Case 12,Turning Q.C.,Quality Check 1,29:00.0,44:00.0,000:00,69,Spur Gear,ID4618,D,69,0,0,
Case 12,Turning & Milling - Machine 9,Machine 9 - Turning & Milling,00:00.0,15:00.0,000:00,69,Spur Gear,ID0937,D,69,0,0,
Case 12,Lapping - Machine 1,Machine 1 - Lapping,00:00.0,00:00.0,002:00,69,Spur Gear,ID0998,D,69,0,0,
Case 12,Flat Grinding - Machine 11,Machine 11 - Grinding,00:00.0,15:00.0,000:00,69,Spur Gear,ID4882,D,0,0,0,
Case 12,Flat Grinding - Machine 11,Machine 11 - Grinding,53:00.0,40:00.0,002:47,69,Spur Gear,ID4882,D,30,0,0,
Case 12,Laser Marking - Machine 7,Machine 7- Laser Marking,47:00.0,47:00.0,001:00,69,Spur Gear,ID0998,D,25,0,0,
