Problem Number,Problem Change Date,Days count,Problem Change Time,Problem Sub Status,Problem Status,Problem Latest Impact,Problem Involved ST Org line 3,Problem Involved ST Function Div,Problem Involved Owner ST,Product,Country,Problem Involved Action Owner Country,Problem Involved Action Owner First Name
1-345255471,2011-09-23,616,14:06:05+01:00,Awaiting Assignment,Queued,Medium,Org line C,E_4,G88 2nd,PROD793,gb,Sweden,Mats
1-345255471,2012-02-08,138,08:11:21+01:00,In Progress,Accepted,Medium,Org line C,E_4,G88 2nd,PROD793,gb,Sweden,Mats
1-345255471,2012-02-08,0,08:14:29+01:00,Closed,Completed,Medium,Org line C,E_4,G88 2nd,PROD793,gb,Sweden,Mats
1-347461373,2010-01-21,-748,16:42:26+01:00,In Progress,Accepted,Major,Org line A2,A2_3,M3 2nd,PROD655,se,Sweden,Daniel
1-347461373,2012-04-11,811,15:38:17+01:00,In Progress,Accepted,Major,Org line A2,A2_3,M3 2nd,PROD655,se,Sweden,Daniel
1-347461373,2012-04-11,0,15:39:02+01:00,Closed,Completed,Major,Org line A2,A2_3,M3 2nd,PROD655,se,Sweden,Daniel
1-347923966,2010-01-25,-807,09:19:08+01:00,In Progress,Accepted,Medium,Org line A2,A2_2,G357 2nd,PROD46,se,Sweden,Roger
1-347923966,2010-02-08,14,11:41:12+01:00,Assigned,Accepted,Medium,Org line A2,A2_2,G357 2nd,PROD46,se,Sweden,Roger
1-347923966,2010-03-03,23,15:54:09+01:00,In Progress,Accepted,Medium,Org line A2,A2_2,G357 2nd,PROD46,se,Sweden,Roger
1-347923966,2010-03-03,0,15:54:25+01:00,Assigned,Accepted,Medium,Org line A2,A2_2,G357 2nd,PROD46,se,POLAND,Barbara
1-347923966,2012-03-28,756,13:39:46+01:00,In Progress,Accepted,Medium,Org line A2,A2_2,G357 2nd,PROD46,se,POLAND,Barbara
1-347923966,2012-03-28,0,13:39:49+01:00,Closed,Completed,Medium,Org line A2,A2_2,G357 2nd,PROD46,se,POLAND,Barbara
1-347924629,2010-01-25,-793,07:44:36+01:00,In Progress,Accepted,Low,Org line A2,A2_3,G349 3rd,PROD40,se,Sweden,Ann
1-347924629,2011-12-16,690,10:26:27+01:00,Assigned,Accepted,Low,Org line A2,A2_3,G349 3rd,PROD40,se,Sweden,Ann
1-347924629,2012-03-30,105,12:09:18+01:00,Wait,Accepted,Low,Org line A2,A2_3,G349 3rd,PROD40,se,Sweden,Ann
1-347924629,2012-03-30,0,12:24:18+01:00,Closed,Completed,Low,Org line A2,A2_3,G349 3rd,PROD40,se,Sweden,Ann
1-349857482,2010-01-27,-793,13:58:09+01:00,In Progress,Accepted,Medium,Org line A2,A2_2,G341 3rd,PROD246,se,Sweden,Anders
1-349857482,2012-02-29,763,12:20:13+01:00,Closed,Completed,Medium,Org line A2,A2_2,G341 3rd,PROD246,se,Sweden,Anders
1-351187625,2010-02-02,-757,15:50:20+01:00,In Progress,Accepted,Major,Org line A2,A2_3,M3 2nd,PROD655,se,Sweden,Daniel
1-351187625,2012-04-11,799,15:39:33+01:00,In Progress,Accepted,Major,Org line A2,A2_3,M3 2nd,PROD655,se,Sweden,Daniel
1-351187625,2012-04-11,0,15:40:09+01:00,Closed,Completed,Major,Org line A2,A2_3,M3 2nd,PROD655,se,Sweden,Daniel
1-351314317,2010-02-03,-798,09:34:32+01:00,In Progress,Accepted,Medium,Org line A2,A2_2,G21 2nd,PROD98,us,POLAND,Ewa
1-351314317,2010-02-03,0,09:45:18+01:00,Awaiting Assignment,Queued,Medium,Org line A2,A2_2,G21 2nd,PROD98,us,POLAND,Ewa
1-351314317,2010-02-03,0,10:40:51+01:00,In Progress,Accepted,Medium,Org line A2,A2_2,G21 2nd,PROD98,us,POLAND,Ewa
1-351314317,2010-02-03,0,10:40:58+01:00,Assigned,Accepted,Medium,Org line A2,A2_2,G21 2nd,PROD98,us,POLAND,Ewa
1-351314317,2011-12-20,685,22:25:19+01:00,In Progress,Accepted,Medium,Org line A2,A2_2,G21 2nd,PROD98,us,POLAND,Ewa
1-351314317,2012-01-03,14,13:13:02+01:00,Closed,Completed,Medium,Org line A2,A2_2,G21 2nd,PROD98,us,POLAND,Ewa
1-351869391,2010-02-05,-697,10:00:12+01:00,In Progress,Accepted,Medium,Org line A2,A2_2,G4 2nd,PROD753,cn,China,Carrie
1-351869391,2012-02-23,748,14:34:50+01:00,In Progress,Accepted,Medium,Org line A2,A2_2,G4 2nd,PROD753,cn,China,Carrie
1-351869391,2012-02-23,0,14:37:00+01:00,Closed,Completed,Medium,Org line A2,A2_2,G4 2nd,PROD753,cn,China,Carrie
1-353818791,2010-02-12,-741,14:00:54+01:00,Awaiting Assignment,Queued,Low,Org line C,C_3,G292 3rd,PROD815,se,Sweden,Martin
1-353818791,2010-02-12,0,14:01:08+01:00,In Progress,Accepted,Low,Org line C,C_3,G292 3rd,PROD815,se,Sweden,Martin
1-353818791,2010-10-28,258,18:15:39+01:00,Awaiting Assignment,Queued,Low,Org line C,C_3,G292 3rd,PROD815,se,Sweden,Martin
1-353818791,2010-10-29,1,16:11:03+01:00,In Progress,Accepted,Low,Org line C,C_3,G292 3rd,PROD815,se,Sweden,Bj?n
1-353818791,2012-04-04,523,14:41:41+01:00,Closed,Completed,Low,Org line C,C_3,G292 3rd,PROD815,se,Sweden,Bj?n
1-354039443,2010-02-15,-779,07:41:51+01:00,In Progress,Accepted,Medium,Org line G3,,G199 3rd,PROD98,us,USA,Carolyn
1-354039443,2010-02-15,0,07:48:52+01:00,In Progress,Accepted,Medium,Org line G3,,G199 3rd,PROD98,us,USA,Carolyn
1-354039443,2010-02-15,0,12:10:30+01:00,Assigned,Accepted,Medium,Org line G3,,G199 3rd,PROD98,us,USA,Carolyn
1-354039443,2011-12-28,681,15:05:47+01:00,In Progress,Accepted,Medium,Org line G3,,G199 3rd,PROD98,us,POLAND,Ewa
1-354039443,2012-01-30,33,12:29:51+01:00,Closed,Completed,Medium,Org line G3,,G199 3rd,PROD98,us,POLAND,Ewa
1-354090772,2010-02-15,-714,09:33:11+01:00,In Progress,Accepted,Medium,Org line F,,G207 2nd,PROD48,se,Sweden,Roger
1-354090772,2010-02-15,0,09:34:41+01:00,Wait,Accepted,Medium,Org line F,,G207 2nd,PROD48,se,Sweden,Roger
1-354090772,2010-03-02,15,13:59:28+01:00,In Progress,Accepted,Medium,Org line F,,G207 2nd,PROD48,se,Sweden,Roger
1-354090772,2010-03-02,0,14:01:04+01:00,Awaiting Assignment,Queued,Medium,Org line A2,A2_2,G357 2nd,PROD48,se,Sweden,Henrik
1-354090772,2010-03-02,0,14:07:11+01:00,In Progress,Accepted,Medium,Org line A2,A2_2,G357 2nd,PROD48,se,Sweden,Henrik
1-354090772,2010-03-02,0,14:07:48+01:00,Assigned,Accepted,Medium,Org line A2,A2_2,G357 2nd,PROD48,se,POLAND,Ewa
1-354090772,2010-03-02,0,14:11:18+01:00,Wait,Accepted,Medium,Org line A2,A2_2,G357 2nd,PROD48,se,POLAND,Ewa
1-354090772,2011-04-11,405,07:48:47+01:00,Assigned,Accepted,Medium,Org line A2,A2_2,G357 2nd,PROD48,se,POLAND,Katarzyna
1-354090772,2011-04-11,0,08:08:44+01:00,Assigned,Accepted,Medium,Org line A2,A2_2,G357 2nd,PROD48,se,POLAND,Damian
1-354090772,2011-11-23,226,11:55:49+01:00,Wait,Accepted,Medium,Org line A2,A2_2,G357 2nd,PROD48,se,POLAND,Damian
1-354090772,2012-01-19,57,08:56:20+01:00,Closed,Completed,Medium,Org line A2,A2_2,G357 2nd,PROD48,se,POLAND,Damian
1-354350908,2010-02-16,-702,11:03:41+01:00,Wait,Accepted,Medium,Org line A2,A2_2,M1 2nd,PROD753,cn,Sweden,Tomas
1-354350908,2011-09-01,562,23:16:31+01:00,In Progress,Accepted,Medium,Org line A2,A2_2,M1 2nd,PROD753,cn,Sweden,Tomas
1-354350908,2012-01-20,141,08:40:03+01:00,In Progress,Accepted,Medium,Org line A2,A2_2,M1 2nd,PROD753,cn,China,Carrie
1-354350908,2012-01-20,0,08:40:20+01:00,Closed,Completed,Medium,Org line A2,A2_2,M1 2nd,PROD753,cn,China,Carrie
1-354376900,2010-02-16,-703,11:04:37+01:00,Wait,Accepted,Medium,Org line A2,A2_2,M1 2nd,PROD753,cn,Sweden,Tomas
1-354376900,2011-09-01,562,23:16:15+01:00,In Progress,Accepted,Medium,Org line A2,A2_2,M1 2nd,PROD753,cn,Sweden,Tomas
1-354376900,2012-02-01,153,10:16:03+01:00,In Progress,Accepted,Medium,Org line A2,A2_2,M1 2nd,PROD753,cn,China,Carrie
1-354376900,2012-02-01,0,10:16:53+01:00,Closed,Completed,Medium,Org line A2,A2_2,M1 2nd,PROD753,cn,China,Carrie
1-356055231,2010-02-23,-708,13:10:59+01:00,In Progress,Accepted,Medium,Org line A2,A2_2,G357 2nd,PROD46,se,Sweden,Henrik
1-356055231,2010-02-23,0,13:13:19+01:00,Wait,Accepted,Medium,Org line A2,A2_2,G357 2nd,PROD46,se,Sweden,Henrik
1-356055231,2010-03-02,7,13:44:01+01:00,Awaiting Assignment,Queued,Medium,Org line A2,A2_2,G357 2nd,PROD46,se,Sweden,Henrik
1-356055231,2010-03-02,0,13:46:47+01:00,In Progress,Accepted,Medium,Org line A2,A2_2,G357 2nd,PROD46,se,POLAND,Katarzyna
1-356055231,2010-03-02,0,13:46:58+01:00,Wait,Accepted,Medium,Org line A2,A2_2,G357 2nd,PROD46,se,POLAND,Katarzyna
1-356055231,2011-11-28,636,08:20:33+01:00,Assigned,Accepted,Medium,Org line A2,A2_2,G357 2nd,PROD46,se,POLAND,Damian
1-356055231,2011-11-28,0,08:20:57+01:00,Wait,Accepted,Medium,Org line A2,A2_2,G357 2nd,PROD46,se,POLAND,Damian
1-356055231,2012-01-19,52,08:59:01+01:00,Closed,Completed,Medium,Org line A2,A2_2,G357 2nd,PROD46,se,POLAND,Damian
1-356879617,2010-02-26,-692,13:39:44+01:00,In Progress,Accepted,Low,Org line G3,,G199 3rd,PROD96,us,USA,Carolyn
1-356879617,2010-02-26,0,13:45:58+01:00,Awaiting Assignment,Queued,Low,Org line G3,,G199 3rd,PROD96,us,USA,Carolyn
1-356879617,2010-02-26,0,18:04:51+01:00,In Progress,Accepted,Low,Org line A2,A2_2,G21 2nd,PROD96,us,Sweden,Naga
1-356879617,2010-02-26,0,18:08:30+01:00,In Progress,Accepted,Low,Org line A2,A2_2,G21 2nd,PROD96,us,Sweden,Naga
1-356879617,2010-02-26,0,18:09:05+01:00,In Progress,Accepted,Low,Org line A2,A2_2,G21 2nd,PROD96,us,Sweden,Naga
1-356879617,2010-02-26,0,18:09:42+01:00,In Progress,Accepted,Low,Org line A2,A2_2,G21 2nd,PROD96,us,Sweden,Naga
1-356879617,2010-02-26,0,18:11:57+01:00,In Progress,Accepted,Low,Org line G3,,G199 3rd,PROD96,us,Sweden,Naga
1-356879617,2010-02-26,0,18:12:06+01:00,Assigned,Accepted,Low,Org line G3,,G199 3rd,PROD96,us,USA,Carolyn
1-356879617,2012-01-19,692,10:01:46+01:00,In Progress,Accepted,Low,Org line G3,,G199 3rd,PROD96,us,POLAND,Ewa
1-356879617,2012-01-19,0,10:02:07+01:00,Closed,Completed,Low,Org line G3,,G199 3rd,PROD96,us,POLAND,Ewa
1-357087417,2010-03-01,-689,06:54:12+01:00,In Progress,Accepted,Medium,Org line G3,,G199 3rd,PROD98,us,USA,Carolyn
1-357087417,2010-03-01,0,07:04:33+01:00,Awaiting Assignment,Queued,Medium,Org line G3,,G199 3rd,PROD98,us,USA,Carolyn
1-357087417,2010-03-01,0,11:53:51+01:00,In Progress,Accepted,Medium,Org line G3,,G199 3rd,PROD98,us,Sweden,Naga
1-357087417,2010-03-01,0,12:00:54+01:00,Assigned,Accepted,Medium,Org line G3,,G199 3rd,PROD98,us,USA,Carolyn
1-357087417,2011-12-28,667,16:01:17+01:00,In Progress,Accepted,Medium,Org line G3,,G199 3rd,PROD98,us,POLAND,Ewa
1-357087417,2012-01-30,33,12:30:21+01:00,Closed,Completed,Medium,Org line G3,,G199 3rd,PROD98,us,POLAND,Ewa
1-357610411,2010-03-02,-699,11:41:18+01:00,In Progress,Accepted,Low,Org line G4,,S28 2nd,PROD633,se,Sweden,Reine
1-357610411,2010-09-19,201,08:21:17+01:00,Wait,Accepted,Low,Org line G4,,S28 2nd,PROD633,se,Sweden,Reine
1-357610411,2012-02-01,500,16:42:48+01:00,Closed,Completed,Low,Org line G4,,S28 2nd,PROD633,se,Sweden,Reine
1-358038911,2010-03-03,-700,19:25:03+01:00,In Progress,Accepted,Medium,Org line G4,,S30 2nd,PROD410,se,Sweden,Daniel
1-358038911,2010-03-11,8,15:44:02+01:00,Unmatched,Unmatched,Medium,Org line G4,,S30 2nd,PROD410,se,Sweden,Daniel
1-358038911,2010-08-16,158,10:54:31+01:00,In Progress,Accepted,Medium,Org line G4,,S30 2nd,PROD410,se,Sweden,Daniel
1-358038911,2010-08-16,0,11:13:10+01:00,Wait,Accepted,Medium,Org line G4,,S30 2nd,PROD410,se,Sweden,Daniel
1-358038911,2012-01-17,519,07:59:31+01:00,In Progress,Accepted,Medium,Org line G4,,S30 2nd,PROD410,se,Sweden,Helene
1-358038911,2012-01-17,0,07:59:59+01:00,Closed,Completed,Medium,Org line G4,,S30 2nd,PROD410,se,Sweden,Helene
1-358776870,2010-03-08,-680,09:17:56+01:00,In Progress,Accepted,Medium,Org line A2,A2_2,G357 2nd,PROD740,se,POLAND,Katarzyna
1-358776870,2010-03-08,0,09:19:32+01:00,Wait,Accepted,Medium,Org line A2,A2_2,G357 2nd,PROD740,se,POLAND,Katarzyna
1-358776870,2012-03-30,753,09:59:03+01:00,Closed,Completed,Medium,Org line A2,A2_2,G357 2nd,PROD740,se,POLAND,Katarzyna
1-359215498,2010-03-09,-752,11:28:51+01:00,In Progress,Accepted,Medium,Org line A2,A2_2,G357 2nd,PROD47,se,POLAND,Damian
1-359215498,2011-04-11,398,08:09:41+01:00,Assigned,Accepted,Medium,Org line A2,A2_2,G357 2nd,PROD47,se,POLAND,Damian
1-359215498,2011-04-11,0,08:11:23+01:00,Assigned,Accepted,Medium,Org line A2,A2_2,G357 2nd,PROD47,se,POLAND,Katarzyna
1-359215498,2011-11-28,231,08:21:08+01:00,Wait,Accepted,Medium,Org line A2,A2_2,G357 2nd,PROD47,se,POLAND,Katarzyna
1-359215498,2012-03-30,123,10:01:23+01:00,Closed,Completed,Medium,Org line A2,A2_2,G357 2nd,PROD47,se,POLAND,Katarzyna
1-359781492,2010-03-11,-750,10:02:02+01:00,In Progress,Accepted,Medium,Org line V2,,T2 2nd,PROD451,se,Sweden,Eva
1-359781492,2012-03-15,735,14:27:03+01:00,Closed,Completed,Medium,Org line V2,,T2 2nd,PROD451,se,Sweden,Eva
1-359841262,2010-03-11,-735,14:06:34+01:00,In Progress,Accepted,High,Org line A2,A2_2,M1 2nd,PROD753,cn,Sweden,Tomas
1-359841262,2010-03-11,0,14:10:10+01:00,In Progress,Accepted,High,Org line A2,A2_2,M1 2nd,PROD753,cn,Sweden,Tomas
1-359841262,2010-03-11,0,14:12:19+01:00,Awaiting Assignment,Queued,High,Org line A2,A2_2,M1 2nd,PROD753,cn,Sweden,Tomas
1-359841262,2010-03-11,0,14:12:35+01:00,In Progress,Accepted,High,Org line A2,A2_2,G4 2nd,PROD753,cn,POLAND,Pawel
1-359841262,2010-03-11,0,14:12:46+01:00,Awaiting Assignment,Queued,High,Org line A2,A2_2,M1 2nd,PROD753,cn,Sweden,Tomas
1-359841262,2010-03-11,0,14:13:02+01:00,In Progress,Accepted,High,Org line A2,A2_2,M1 2nd,PROD753,cn,POLAND,Pawel
1-359841262,2010-07-20,131,08:25:18+01:00,Assigned,Accepted,High,Org line A2,A2_2,M1 2nd,PROD753,cn,Sweden,Tomas
1-359841262,2011-09-05,412,08:28:42+01:00,In Progress,Accepted,High,Org line A2,A2_2,M1 2nd,PROD753,cn,Sweden,Tomas
1-359841262,2012-01-20,137,08:24:45+01:00,In Progress,Accepted,High,Org line A2,A2_2,M1 2nd,PROD753,cn,China,Carrie
1-359841262,2012-01-20,0,08:24:59+01:00,Closed,Completed,High,Org line A2,A2_2,M1 2nd,PROD753,cn,China,Carrie
1-360072755,2010-03-12,-679,15:55:50+01:00,Assigned,Accepted,Medium,Org line A2,A2_2,G167 2nd,PROD681,se,POLAND,Mateusz
1-360072755,2010-08-25,166,10:04:56+01:00,Awaiting Assignment,Queued,Medium,Org line A2,A2_2,G167 2nd,PROD681,se,Sweden,Tomas
1-360072755,2011-09-03,374,06:49:00+01:00,In Progress,Accepted,Medium,Org line A2,A2_2,M1 2nd,PROD681,se,Sweden,Tomas
1-360072755,2011-11-14,72,16:10:03+01:00,Assigned,Accepted,Medium,Org line A2,A2_2,G167 2nd,PROD681,se,Sweden,Niklas
1-360072755,2012-01-12,59,09:23:04+01:00,Wait,Accepted,Medium,Org line A2,A2_2,G167 2nd,PROD681,se,Sweden,Niklas
1-360072755,2012-03-08,56,10:22:52+01:00,In Progress,Accepted,Medium,Org line F,,N10 2nd,PROD681,se,Sweden,Martin
1-360072755,2012-03-08,0,10:24:51+01:00,Closed,Completed,Medium,Org line F,,N10 2nd,PROD681,se,Sweden,Martin
1-360464815,2010-03-15,-724,14:40:16+01:00,In Progress,Accepted,Medium,Org line A2,D_1,L50 3rd,PROD611,in,Sweden,Panigrahy
1-360464815,2010-04-15,31,15:32:45+01:00,Wait,Accepted,Medium,Org line A2,D_1,L50 3rd,PROD611,in,Sweden,Panigrahy
1-360464815,2011-06-09,420,10:37:15+01:00,In Progress,Accepted,Medium,Org line A2,D_1,L50 3rd,PROD611,in,Sweden,Panigrahy
1-360464815,2012-02-21,257,14:57:48+01:00,Closed,Completed,Medium,Org line A2,D_1,L50 3rd,PROD611,in,Sweden,Panigrahy
1-360667704,2010-03-16,-707,08:44:27+01:00,In Progress,Accepted,Medium,Org line A2,A2_2,G357 2nd,PROD740,se,POLAND,Barbara
1-360667704,2010-06-15,91,08:42:52+01:00,Wait,Accepted,Medium,Org line A2,A2_2,G357 2nd,PROD740,se,POLAND,Barbara
1-360667704,2012-03-30,654,11:17:27+01:00,Closed,Completed,Medium,Org line A2,A2_2,G357 2nd,PROD740,se,POLAND,Barbara
1-361368011,2010-03-18,-743,11:44:05+01:00,In Progress,Accepted,Medium,Org line C,E_3,G67 2nd,PROD151,us,France,Didier
1-361368011,2012-03-19,732,14:13:30+01:00,In Progress,Accepted,Medium,Org line C,E_3,G67 2nd,PROD151,us,France,Didier
1-361368011,2012-03-19,0,14:15:58+01:00,Closed,Completed,Medium,Org line C,E_3,G67 2nd,PROD151,us,France,Didier
1-363041157,2010-03-26,-724,08:24:05+01:00,In Progress,Accepted,Medium,Org line A2,A2_3,G354 3rd,PROD708,se,Sweden,Lena
1-363041157,2012-03-20,725,16:16:39+01:00,Closed,Completed,Medium,Org line A2,A2_3,G354 3rd,PROD708,se,Sweden,Lena
1-363206822,2010-03-26,-725,14:03:21+01:00,In Progress,Accepted,Low,Org line A2,A2_2,G4 2nd,PROD753,cn,POLAND,Pawel
1-363206822,2010-03-26,0,14:05:35+01:00,In Progress,Accepted,Low,Org line A2,A2_2,G4 2nd,PROD753,cn,POLAND,Pawel
1-363206822,2010-03-26,0,14:05:48+01:00,Awaiting Assignment,Queued,Low,Org line A2,A2_2,M1 2nd,PROD753,cn,Sweden,Tomas
1-363206822,2011-09-05,528,08:28:50+01:00,In Progress,Accepted,Low,Org line A2,A2_2,M1 2nd,PROD753,cn,Sweden,Tomas
1-363206822,2012-02-07,155,02:39:08+01:00,In Progress,Accepted,Low,Org line A2,A2_2,M1 2nd,PROD753,cn,China,Carrie
1-363206822,2012-02-07,0,02:39:40+01:00,Closed,Completed,Low,Org line A2,A2_2,M1 2nd,PROD753,cn,China,Carrie
1-363549934,2010-03-29,-680,10:38:31+01:00,In Progress,Accepted,Medium,Org line G3,,G199 3rd,PROD98,us,USA,Carolyn
1-363549934,2010-03-29,0,10:41:32+01:00,Awaiting Assignment,Queued,Medium,Org line G3,,G199 3rd,PROD98,us,USA,Carolyn
1-363549934,2010-03-29,0,12:30:54+01:00,In Progress,Accepted,Medium,Org line G3,,G199 3rd,PROD98,us,Sweden,Kannan
1-363549934,2010-03-29,0,12:30:58+01:00,Assigned,Accepted,Medium,Org line G3,,G199 3rd,PROD98,us,USA,Carolyn
1-363549934,2012-01-19,661,10:09:44+01:00,In Progress,Accepted,Medium,Org line G3,,G199 3rd,PROD98,us,POLAND,Ewa
1-363549934,2012-01-19,0,10:10:41+01:00,Closed,Completed,Medium,Org line G3,,G199 3rd,PROD98,us,POLAND,Ewa
1-364018090,2010-03-30,-660,17:13:33+01:00,In Progress,Accepted,Major,Org line C,C_5,L65 3rd,PROD808,fr,France,Celine
1-364018090,2010-03-31,1,10:41:00+01:00,In Progress,Accepted,Major,Org line C,C_5,L65 3rd,PROD808,fr,France,Celine
1-364018090,2010-03-31,0,10:43:06+01:00,Awaiting Assignment,Queued,Major,Org line C,V3_3,V42 2nd,PROD808,fr,France,Celine
1-364018090,2010-03-31,0,10:43:07+01:00,In Progress,Accepted,Major,Org line C,C_5,L65 3rd,PROD808,fr,France,Celine
1-364018090,2010-03-31,0,10:46:20+01:00,In Progress,Accepted,Major,Org line C,C_5,L65 3rd,PROD808,fr,France,Celine
1-364018090,2010-10-07,190,15:45:29+01:00,In Progress,Accepted,Major,Org line C,V3_3,V42 2nd,PROD808,fr,France,Celine
1-364018090,2012-04-24,565,17:18:24+01:00,Closed,Completed,Major,Org line C,V3_3,V42 2nd,PROD808,fr,France,Celine
1-364458525,2010-04-01,-754,08:13:49+01:00,In Progress,Accepted,Medium,Org line A2,A2_3,G349 3rd,PROD40,se,Sweden,Ann
1-364458525,2012-03-30,729,12:12:07+01:00,In Progress,Accepted,Medium,Org line A2,A2_3,G349 3rd,PROD40,se,Sweden,Ann
1-364458525,2012-03-30,0,12:12:14+01:00,Wait,Accepted,Medium,Org line A2,A2_3,G349 3rd,PROD40,se,Sweden,Ann
1-364458525,2012-03-30,0,12:18:11+01:00,Closed,Completed,Medium,Org line A2,A2_3,G349 3rd,PROD40,se,Sweden,Ann
1-364528467,2010-04-01,-729,13:48:30+01:00,In Progress,Accepted,Medium,Org line A2,A2_2,G21 2nd,PROD98,us,Sweden,Y
1-364528467,2010-04-01,0,13:49:59+01:00,In Progress,Accepted,Medium,Org line A2,A2_2,G21 2nd,PROD98,us,Sweden,Y
1-364528467,2010-04-01,0,13:50:40+01:00,Awaiting Assignment,Queued,Medium,Org line G3,,G199 3rd,PROD98,us,USA,Carolyn
1-364528467,2010-04-01,0,18:20:02+01:00,In Progress,Accepted,Medium,Org line G3,,G199 3rd,PROD98,us,Sweden,Kannan
1-364528467,2010-04-01,0,18:20:07+01:00,Assigned,Accepted,Medium,Org line G3,,G199 3rd,PROD98,us,USA,Carolyn
1-364528467,2012-01-19,658,10:14:11+01:00,In Progress,Accepted,Medium,Org line G3,,G199 3rd,PROD98,us,POLAND,Ewa
1-364528467,2012-01-19,0,10:14:18+01:00,Closed,Completed,Medium,Org line G3,,G199 3rd,PROD98,us,POLAND,Ewa
1-365052802,2010-04-06,-653,08:16:15+01:00,In Progress,Accepted,High,Org line G4,,G51 2nd,PROD798,se,Sweden,Linda
1-365052802,2010-04-06,0,09:12:22+01:00,Assigned,Accepted,High,Org line G4,,G51 2nd,PROD798,se,Sweden,Linda
1-365052802,2010-04-28,22,09:07:00+01:00,Awaiting Assignment,Queued,High,Org line G4,,G51 2nd,PROD798,se,Sweden,Ing-Marie
1-365052802,2010-04-28,0,09:35:20+01:00,In Progress,Accepted,High,Org line G4,,G51 2nd,PROD798,se,Sweden,Veeraraghavendra
1-365052802,2010-04-28,0,09:40:07+01:00,Unmatched,Unmatched,High,Org line G4,,G51 2nd,PROD798,se,Sweden,Veeraraghavendra
1-365052802,2012-02-01,644,12:25:53+01:00,Closed,Completed,High,Org line G4,,G51 2nd,PROD798,se,Sweden,Veeraraghavendra
1-365189372,2010-04-06,-666,14:35:51+01:00,In Progress,Accepted,Low,Org line G4,,S30 2nd,PROD412,se,Sweden,Gustav
1-365189372,2010-04-07,1,07:30:28+01:00,Unmatched,Unmatched,Low,Org line G4,,S30 2nd,PROD412,se,Sweden,Gustav
1-365189372,2012-02-21,685,14:58:28+01:00,In Progress,Accepted,Low,Org line G4,,S30 2nd,PROD412,se,Sweden,Gustav
1-365189372,2012-02-21,0,15:00:21+01:00,Closed,Completed,Low,Org line G4,,S30 2nd,PROD412,se,Sweden,Gustav
1-365702595,2010-04-08,-684,11:07:36+01:00,In Progress,Accepted,Medium,Org line G3,,G199 3rd,PROD96,us,USA,Carolyn
1-365702595,2010-04-08,0,11:09:05+01:00,Awaiting Assignment,Queued,Medium,Org line G3,,G199 3rd,PROD96,us,USA,Carolyn
1-365702595,2010-04-08,0,18:33:49+01:00,In Progress,Accepted,Medium,Org line G3,,G199 3rd,PROD96,us,Sweden,Kannan
1-365702595,2010-04-08,0,18:33:54+01:00,Assigned,Accepted,Medium,Org line G3,,G199 3rd,PROD96,us,USA,Carolyn
1-365702595,2011-12-30,631,10:00:16+01:00,In Progress,Accepted,Medium,Org line G3,,G199 3rd,PROD96,us,POLAND,Ewa
1-365702595,2012-01-04,5,16:49:12+01:00,Closed,Completed,Medium,Org line G3,,G199 3rd,PROD96,us,POLAND,Ewa
1-366462246,2010-04-12,-632,18:14:40+01:00,In Progress,Accepted,Major,Org line A2,A2_3,M3 2nd,PROD655,se,Sweden,Daniel
1-366462246,2012-04-11,730,15:40:26+01:00,In Progress,Accepted,Major,Org line A2,A2_3,M3 2nd,PROD655,se,Sweden,Daniel
1-366462246,2012-04-11,0,15:40:52+01:00,Closed,Completed,Major,Org line A2,A2_3,M3 2nd,PROD655,se,Sweden,Daniel
1-366509892,2010-04-12,-730,20:37:25+01:00,In Progress,Accepted,Low,Org line G3,,G199 3rd,PROD96,us,USA,Carolyn
1-366509892,2010-04-12,0,20:47:56+01:00,Awaiting Assignment,Queued,Low,Org line G3,,G199 3rd,PROD96,us,USA,Carolyn
1-366509892,2010-04-13,1,13:56:39+01:00,In Progress,Accepted,Low,Org line G3,,G199 3rd,PROD96,us,Sweden,Kannan
1-366509892,2010-04-13,0,13:56:44+01:00,Assigned,Accepted,Low,Org line G3,,G199 3rd,PROD96,us,USA,Carolyn
1-366509892,2012-01-30,657,12:42:19+01:00,In Progress,Accepted,Low,Org line G3,,G199 3rd,PROD96,us,POLAND,Ewa
1-366509892,2012-01-30,0,12:42:50+01:00,Closed,Completed,Low,Org line G3,,G199 3rd,PROD96,us,POLAND,Ewa
1-366584206,2010-04-13,-657,08:38:30+01:00,In Progress,Accepted,Medium,Org line G3,,G199 3rd,PROD98,us,USA,Carolyn
1-366584206,2010-04-13,0,08:44:30+01:00,Awaiting Assignment,Queued,Medium,Org line G3,,G199 3rd,PROD98,us,USA,Carolyn
1-366584206,2010-04-13,0,13:59:01+01:00,In Progress,Accepted,Medium,Org line G3,,G199 3rd,PROD98,us,Sweden,Kannan
1-366584206,2010-04-13,0,13:59:07+01:00,Assigned,Accepted,Medium,Org line G3,,G199 3rd,PROD98,us,USA,Carolyn
1-366584206,2012-01-09,636,11:25:49+01:00,In Progress,Accepted,Medium,Org line G3,,G199 3rd,PROD98,us,POLAND,Ewa
1-366584206,2012-01-09,0,11:25:51+01:00,Closed,Completed,Medium,Org line G3,,G199 3rd,PROD98,us,POLAND,Ewa
1-366698569,2010-04-13,-636,13:37:07+01:00,In Progress,Accepted,High,Org line G4,,S29 2nd,PROD368,se,Sweden,Jerker
